st,city,population,violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
New Hampshire,Jaffrey,5342,14,43,11,31,1
New Hampshire,Keene,22949,62,765,97,655,13
New Hampshire,Kensington,2140,0,14,6,8,0
New Hampshire,Kingston,6129,8,41,11,27,3
New Hampshire,Laconia,16111,59,648,75,554,19
New Hampshire,Lancaster,3386,4,50,6,43,1
New Hampshire,Lebanon,13703,38,452,25,422,5
New Hampshire,Lee,4410,2,29,5,22,2
New Hampshire,Lincoln,1665,12,66,9,50,7
New Hampshire,Lisbon,1585,1,13,2,9,2
New Hampshire,Litchfield,8453,7,55,13,39,3
New Hampshire,Littleton,5962,20,133,24,107,2
New Hampshire,Londonderry,24491,25,311,49,242,20
New Hampshire,Loudon,5391,5,59,9,45,5
New Hampshire,Lyndeborough,1696,0,13,5,7,1
New Hampshire,Madison,2519,1,22,9,13,0
New Hampshire,Manchester,110661,742,4070,669,3192,209
New Hampshire,Marlborough,2095,3,16,5,11,0
New Hampshire,Meredith,6334,8,152,25,124,3
New Hampshire,Merrimack,25696,7,233,20,207,6
New Hampshire,Middleton,1783,7,13,4,9,0
New Hampshire,Milford,15161,18,196,20,166,10
New Hampshire,Milton,4590,10,56,19,34,3
New Hampshire,Mont Vernon,2468,1,14,2,12,0
New Hampshire,Moultonborough,4009,1,39,4,35,0
New Hampshire,Nashua,87433,202,1326,133,1125,68
New Hampshire,New Boston,5484,0,64,34,28,2
New Hampshire,Newbury,2178,2,10,0,10,0
New Hampshire,New Durham,2663,7,23,4,18,1
New Hampshire,Newfields,1704,1,18,1,17,0
New Hampshire,New Hampton,2204,2,36,5,30,1
New Hampshire,Newington,767,4,119,2,117,0
New Hampshire,New Ipswich,5158,8,28,9,15,4
New Hampshire,New London,4713,3,28,6,22,0
New Hampshire,Newport,6367,14,147,19,121,7
New Hampshire,Newton,4867,3,36,6,30,0
New Hampshire,Northfield,4797,9,93,19,71,3
New Hampshire,North Hampton,4439,0,31,5,25,1
New Hampshire,Northumberland,2184,5,29,9,19,1
New Hampshire,Northwood,4301,10,62,16,45,1
New Hampshire,Nottingham,4945,3,44,9,34,1
New Hampshire,Orford,1249,0,3,1,2,0
New Hampshire,Ossipee,4247,10,75,13,53,9
New Hampshire,Pelham,13298,11,144,28,110,6
New Hampshire,Pembroke,7106,17,114,32,75,7
New Hampshire,Peterborough,6522,5,67,19,48,0
New Hampshire,Pittsfield,4061,10,42,17,23,2
New Hampshire,Plaistow,7640,3,159,23,130,6
New Hampshire,Plymouth,6760,18,171,9,154,8
New Hampshire,Portsmouth,21712,37,401,34,348,19
New Hampshire,Raymond,10324,14,117,23,90,4
New Hampshire,Rindge,5943,8,103,16,85,2
New Hampshire,Rollinsford,2526,2,24,6,18,0
New Hampshire,Salem,29086,55,701,49,617,35
New Hampshire,Sanbornton,2976,1,50,9,38,3
New Hampshire,Sandown,6311,4,29,7,18,4
New Hampshire,Sandwich,1310,0,25,7,17,1
New Hampshire,Seabrook,8829,13,211,16,189,6
New Hampshire,Somersworth,11780,35,343,35,305,3
New Hampshire,South Hampton,815,0,1,0,1,0
New Hampshire,Springfield,1317,0,1,1,0,0
New Hampshire,Strafford,4078,1,22,6,16,0
New Hampshire,Stratham,7400,0,39,8,28,3
New Hampshire,Sugar Hill,574,0,6,1,5,0
New Hampshire,Sunapee,3375,2,17,3,13,1
New Hampshire,Thornton,2512,4,15,7,8,0
New Hampshire,Tilton,3575,11,251,16,233,2
New Hampshire,Wakefield,5651,9,77,27,47,3
New Hampshire,Warner,2858,1,18,2,15,1
New Hampshire,Washington,1109,0,10,2,8,0
New Hampshire,Waterville Valley,248,1,26,2,22,2
New Hampshire,Weare,8954,4,42,10,30,2
New Hampshire,Webster,1898,0,21,4,16,1
New Hampshire,Wilton,3687,7,45,6,37,2
New Hampshire,Winchester,4239,7,48,11,34,3
New Hampshire,Windham,14428,6,87,10,74,3
New Hampshire,Wolfeboro,6215,5,90,12,75,3
New Hampshire,Woodstock,1389,2,37,8,26,3
New Jersey,Aberdeen Township,18312,17,185,30,149,6
New Jersey,Absecon,8367,10,205,23,181,1
New Jersey,Allendale,6845,1,72,11,61,0
New Jersey,Allenhurst,487,0,12,2,10,0
New Jersey,Allentown,1802,0,7,0,7,0
New Jersey,Alpha,2298,1,10,0,10,0
New Jersey,Alpine,1898,1,8,2,5,1
New Jersey,Andover Township,6107,4,33,5,25,3
New Jersey,Asbury Park,15695,231,739,126,588,25
New Jersey,Atlantic City,39372,616,2546,305,2166,75
New Jersey,Atlantic Highlands,4324,1,65,12,53,0
New Jersey,Audubon,8670,7,312,47,265,0
New Jersey,Audubon Park,1004,0,14,4,9,1
New Jersey,Avalon,1288,3,158,25,133,0
New Jersey,Avon-by-the-Sea,1768,0,29,2,26,1
New Jersey,Barnegat Light,582,2,14,7,7,0
New Jersey,Barnegat Township,22628,20,162,23,137,2
New Jersey,Barrington,6778,5,88,18,68,2
New Jersey,Bay Head,1009,0,19,4,12,3
New Jersey,Bayonne,66582,161,781,157,581,43
New Jersey,Beach Haven,1182,3,72,7,64,1
New Jersey,Beachwood,11300,4,133,34,99,0
New Jersey,Bedminster Township,8222,1,55,10,45,0
New Jersey,Belleville,36452,95,715,139,468,108
New Jersey,Bellmawr,11404,8,344,98,231,15
New Jersey,Belmar,5700,19,169,32,133,4
New Jersey,Belvidere,2600,0,20,4,16,0
New Jersey,Bergenfield,27493,7,123,10,110,3
New Jersey,Berkeley Heights Township,13602,0,59,13,43,3
New Jersey,Berkeley Township,42109,47,448,102,343,3
New Jersey,Berlin,7523,4,107,21,82,4
New Jersey,Berlin Township,5353,6,235,22,212,1
New Jersey,Bernards Township,26896,3,88,15,70,3
New Jersey,Bernardsville,7763,0,43,4,39,0
New Jersey,Beverly,2549,13,61,29,28,4
New Jersey,Blairstown Township,5802,0,34,7,27,0
New Jersey,Bloomfield,47991,94,786,106,604,76
New Jersey,Bloomingdale,8299,10,44,7,35,2
New Jersey,Bogota,8352,8,73,13,54,6
New Jersey,Boonton,8427,9,84,5,75,4
New Jersey,Boonton Township,4372,6,8,0,8,0
New Jersey,Bordentown,3895,3,18,5,11,2
New Jersey,Bordentown Township,11662,9,105,25,79,1
New Jersey,Bound Brook,11300,15,153,30,120,3
New Jersey,Bradley Beach,4261,3,114,20,91,3
New Jersey,Branchburg Township,14571,2,68,13,53,2
New Jersey,Brick Township,76097,76,930,144,770,16
New Jersey,Bridgeton,25363,292,1141,353,757,31
New Jersey,Bridgewater Township,44996,11,430,64,345,21
New Jersey,Brielle,4756,2,27,11,16,0
New Jersey,Brigantine,9308,6,188,56,130,2
New Jersey,Brooklawn,1920,23,187,26,161,0
New Jersey,Buena,4609,12,97,26,68,3
New Jersey,Burlington,9771,51,196,43,137,16
New Jersey,Burlington Township,22692,39,409,47,351,11
New Jersey,Butler,7719,6,83,29,50,4
New Jersey,Byram Township,8035,1,34,9,25,0
New Jersey,Caldwell,7904,4,39,10,28,1
New Jersey,Califon,1090,0,1,1,0,0
New Jersey,Cape May,3518,4,136,24,108,4
New Jersey,Cape May Point,282,0,5,0,5,0
New Jersey,Carlstadt,6267,2,114,3,88,23
New Jersey,Carney's Point Township,7903,11,173,54,110,9
New Jersey,Carteret,24335,34,294,46,224,24
New Jersey,Cedar Grove Township,12549,2,107,18,87,2
New Jersey,Chatham,9039,0,49,6,39,4
New Jersey,Chatham Township,10654,1,40,7,32,1
New Jersey,Cherry Hill Township,71447,113,1910,236,1635,39
New Jersey,Chesilhurst,1620,8,38,22,15,1
New Jersey,Chester,1680,0,16,2,14,0
New Jersey,Chesterfield Township,7686,4,23,1,22,0
New Jersey,Chester Township,7964,0,21,6,14,1
New Jersey,Cinnaminson Township,17167,14,332,40,281,11
New Jersey,Clark Township,15606,1,153,12,140,1
New Jersey,Clayton,8324,6,141,34,105,2
New Jersey,Clementon,4918,20,182,66,112,4
New Jersey,Cliffside Park,25953,30,195,42,144,9
New Jersey,Clifton,86224,200,1485,260,1111,114
New Jersey,Clinton,2676,0,24,7,17,0
New Jersey,Clinton Township,13080,4,42,14,25,3
New Jersey,Closter,8629,3,37,13,21,3
New Jersey,Collingswood,13948,20,344,57,266,21
New Jersey,Colts Neck Township,10045,2,37,9,26,2
New Jersey,Cranbury Township,3942,5,34,6,28,0
New Jersey,Cranford Township,24186,4,167,13,152,2
New Jersey,Cresskill,8796,1,33,8,22,3
New Jersey,Deal,734,3,27,11,16,0
New Jersey,Delanco Township,4554,8,70,16,51,3
New Jersey,Delaware Township,4523,3,20,6,14,0
New Jersey,Delran Township,16745,9,206,35,162,9
New Jersey,Demarest,4987,1,22,2,14,6
New Jersey,Denville Township,16864,5,88,21,65,2
New Jersey,Deptford Township,30382,61,1246,177,1048,21
New Jersey,Dover,18353,30,247,44,186,17
New Jersey,Dumont,17922,3,86,12,73,1
New Jersey,Dunellen,7452,7,124,23,97,4
New Jersey,Eastampton Township,6053,4,65,14,41,10
New Jersey,East Brunswick Township,48625,37,777,81,682,14
New Jersey,East Greenwich Township,10436,5,89,25,62,2
New Jersey,East Hanover Township,11317,6,170,35,128,7
New Jersey,East Newark,2949,0,31,5,25,1
New Jersey,East Orange,65213,434,815,202,449,164
New Jersey,East Windsor Township,27569,12,246,32,199,15
New Jersey,Eatontown,12199,41,462,36,414,12
New Jersey,Edgewater,12535,13,175,19,149,7
New Jersey,Edgewater Park Township,8789,13,131,26,95,10
New Jersey,Edison Township,102281,104,1215,234,890,91
New Jersey,Egg Harbor City,4269,18,112,35,77,0
New Jersey,Egg Harbor Township,43965,76,716,146,556,14
New Jersey,Elizabeth,129364,1174,3793,766,2162,865
New Jersey,Elk Township,4229,4,51,14,37,0
New Jersey,Elmer,1346,2,15,5,9,1
New Jersey,Elmwood Park,20580,27,366,77,275,14
New Jersey,Elsinboro Township,1003,0,10,2,8,0
New Jersey,Emerson,7656,1,35,2,33,0
New Jersey,Englewood,27752,71,412,86,302,24
New Jersey,Englewood Cliffs,5400,1,48,14,31,3
New Jersey,Englishtown,1992,1,38,2,35,1
New Jersey,Essex Fells,2087,1,9,2,2,5
New Jersey,Evesham Township,45586,29,531,106,413,12
New Jersey,Ewing Township,36668,77,673,135,508,30
New Jersey,"Fairfield Township, Essex County",7559,5,172,16,144,12
New Jersey,Fair Haven,6029,0,23,2,19,2
New Jersey,Fair Lawn,33759,13,394,67,315,12
New Jersey,Fairview,14406,14,129,47,77,5
New Jersey,Fanwood,7727,1,40,7,30,3
New Jersey,Far Hills,927,2,4,0,4,0
New Jersey,Fieldsboro,528,0,3,3,0,0
New Jersey,Flemington,4711,6,71,5,63,3
New Jersey,Florence Township,12413,11,72,16,47,9
New Jersey,Florham Park,11852,3,84,12,68,4
New Jersey,Fort Lee,37384,28,220,59,152,9
New Jersey,Franklin,4868,0,109,15,91,3
New Jersey,Franklin Lakes,10878,1,55,8,44,3
New Jersey,"Franklin Township, Gloucester County",16642,7,232,73,148,11
New Jersey,"Franklin Township, Hunterdon County",3247,0,38,3,34,1
New Jersey,"Franklin Township, Somerset County",66831,64,818,182,593,43
New Jersey,Freehold,11950,36,140,41,94,5
New Jersey,Freehold Township,35723,21,603,34,559,10
New Jersey,Frenchtown,1399,1,14,2,12,0
New Jersey,Galloway Township,37637,92,591,140,425,26
New Jersey,Garfield,31674,67,567,110,424,33
New Jersey,Garwood,4540,5,84,5,79,0
New Jersey,Gibbsboro,2229,1,41,23,18,0
New Jersey,Glassboro,19087,23,445,117,319,9
New Jersey,Glen Ridge,7705,13,169,37,127,5
New Jersey,Glen Rock,11953,2,60,13,43,4
New Jersey,Gloucester City,11265,20,271,82,185,4
New Jersey,Gloucester Township,63783,110,1108,222,850,36
New Jersey,Green Brook Township,7261,3,88,18,66,4
New Jersey,"Greenwich Township, Gloucester County",4820,3,95,18,76,1
New Jersey,"Greenwich Township, Warren County",5539,0,91,8,83,0
New Jersey,Guttenberg,11534,27,116,28,82,6
New Jersey,Hackensack,44781,90,620,50,529,41
New Jersey,Hackettstown,9506,12,137,24,106,7
New Jersey,Haddonfield,11349,11,150,21,123,6
New Jersey,Haddon Heights,7340,3,88,26,62,0
New Jersey,Haddon Township,14451,24,328,61,257,10
New Jersey,Haledon,8492,26,158,57,88,13
New Jersey,Hamburg,3154,1,28,9,19,0
New Jersey,"Hamilton Township, Atlantic County",26671,44,1039,167,847,25
New Jersey,"Hamilton Township, Mercer County",89124,156,1509,336,1037,136
New Jersey,Hammonton,14757,15,96,14,72,10
New Jersey,Hanover Township,14905,9,201,13,177,11
New Jersey,Harding Township,3875,0,11,3,8,0
New Jersey,Hardyston Township,7975,5,81,10,70,1
New Jersey,Harrington Park,4801,2,6,0,6,0
New Jersey,Harrison,15823,40,295,29,234,32
New Jersey,Harrison Township,12893,5,135,42,92,1
New Jersey,Harvey Cedars,345,0,14,1,13,0
New Jersey,Hasbrouck Heights,12200,4,64,7,57,0
New Jersey,Haworth,3457,0,12,1,11,0
New Jersey,Hawthorne,19078,7,136,24,106,6
New Jersey,Hazlet Township,20122,5,249,20,225,4
New Jersey,Helmetta,2224,1,16,3,13,0
New Jersey,High Bridge,3573,1,37,14,22,1
New Jersey,Highland Park,14525,6,139,16,116,7
New Jersey,Highlands,4904,5,60,12,46,2
New Jersey,Hightstown,5574,14,54,8,45,1
New Jersey,Hillsborough Township,39830,8,215,49,158,8
New Jersey,Hillsdale,10526,1,37,7,29,1
New Jersey,Hillside Township,22001,87,483,93,331,59
New Jersey,Hi-Nella,854,6,15,7,7,1
New Jersey,Hoboken,54050,144,908,93,777,38
New Jersey,Ho-Ho-Kus,4188,1,10,1,8,1
New Jersey,Holland Township,5183,1,26,7,16,3
New Jersey,Holmdel Township,16674,11,129,17,110,2
New Jersey,Hopatcong,14573,7,79,24,52,3
New Jersey,Hopewell,1914,0,9,2,7,0
New Jersey,Hopewell Township,18389,3,109,26,80,3
New Jersey,Howell Township,52097,46,486,89,383,14
New Jersey,Independence Township,5512,2,37,8,28,1
New Jersey,Interlaken,816,0,13,5,8,0
New Jersey,Irvington,54561,632,1703,443,708,552
New Jersey,Island Heights,1698,1,18,8,10,0
New Jersey,Jackson Township,56815,33,459,119,322,18
New Jersey,Jamesburg,6037,5,38,5,31,2
New Jersey,Jefferson Township,21525,13,131,32,92,7
New Jersey,Jersey City,265159,1383,4229,976,2648,605
New Jersey,Keansburg,9815,24,248,34,211,3
New Jersey,Kearny,42037,70,796,99,608,89
New Jersey,Kenilworth,8195,4,141,21,111,9
New Jersey,Keyport,7141,15,108,21,78,9
New Jersey,Kinnelon,10413,1,35,2,32,1
New Jersey,Lacey Township,28340,13,386,43,334,9
New Jersey,Lake Como,1703,1,11,2,7,2
New Jersey,Lakehurst,2727,1,18,2,16,0
New Jersey,Lakewood Township,95743,170,1076,242,788,46
New Jersey,Lambertville,3842,3,47,8,37,2
New Jersey,Laurel Springs,1870,1,51,18,33,0
New Jersey,Lavallette,1821,1,31,5,26,0
New Jersey,Lawnside,2895,13,84,14,63,7
New Jersey,"Lawrence Township, Mercer County",32983,50,700,61,619,20
New Jersey,Lebanon Township,6421,0,28,12,15,1
New Jersey,Leonia,9170,3,56,10,40,6
New Jersey,Lincoln Park,10471,4,71,19,46,6
New Jersey,Linden,41852,139,1048,115,816,117
New Jersey,Lindenwold,17342,120,510,149,330,31
New Jersey,Linwood,7042,1,80,25,52,3
New Jersey,Little Egg Harbor Township,20465,22,263,54,205,4
New Jersey,Little Falls Township,14510,12,164,32,122,10
New Jersey,Little Ferry,10903,19,84,26,52,6
New Jersey,Little Silver,5910,1,52,6,43,3
New Jersey,Livingston Township,30021,11,312,18,282,12
New Jersey,Loch Arbour,189,0,9,2,6,1
New Jersey,Lodi,24734,35,339,62,251,26
New Jersey,Logan Township,5944,7,130,14,112,4
New Jersey,Long Beach Township,3062,8,103,32,71,0
New Jersey,Long Branch,30470,96,674,143,511,20
New Jersey,Long Hill Township,8812,1,35,5,30,0
New Jersey,Longport,876,0,5,2,3,0
New Jersey,Lopatcong Township,8091,1,73,27,44,2
New Jersey,Lower Alloways Creek Township,1723,4,4,0,4,0
New Jersey,Lower Township,22108,35,426,95,318,13
New Jersey,Lumberton Township,12421,12,270,21,238,11
New Jersey,Lyndhurst Township,22434,15,271,37,204,30
New Jersey,Madison,16197,4,67,8,56,3
New Jersey,Magnolia,4269,6,109,23,76,10
New Jersey,Mahwah Township,26601,5,109,4,96,9
New Jersey,Manalapan Township,40238,27,284,52,224,8
New Jersey,Manasquan,5731,7,117,17,96,4
New Jersey,Manchester Township,43661,20,340,88,243,9
New Jersey,"Mansfield Township, Burlington County",8567,6,111,19,84,8
New Jersey,"Mansfield Township, Warren County",7489,4,171,9,159,3
New Jersey,Mantoloking,250,0,11,2,9,0
New Jersey,Mantua Township,15107,6,224,35,181,8
New Jersey,Manville,10394,7,290,25,254,11
New Jersey,Maple Shade Township,18944,30,390,96,258,36
New Jersey,Maplewood Township,24815,26,382,57,289,36
New Jersey,Margate City,6327,6,224,45,168,11
New Jersey,Marlboro Township,41201,19,238,39,186,13
New Jersey,Matawan,8696,3,48,17,30,1
New Jersey,Maywood,9776,3,65,11,53,1
New Jersey,Medford Lakes,4102,2,15,4,11,0
New Jersey,Medford Township,23439,19,163,39,123,1
New Jersey,Mendham,5003,3,13,3,9,1
New Jersey,Mendham Township,5889,1,12,6,5,1
New Jersey,Merchantville,3759,13,86,19,64,3
New Jersey,Metuchen,13865,7,171,29,134,8
New Jersey,Middlesex,13926,12,116,35,76,5
New Jersey,Middle Township,18873,50,565,80,467,18
New Jersey,Middletown Township,65893,25,497,88,398,11
New Jersey,Midland Park,7335,4,41,6,35,0
New Jersey,Millburn Township,20441,9,374,35,330,9
New Jersey,Milltown,7054,2,49,4,45,0
New Jersey,Millville,28493,201,1947,295,1604,48
New Jersey,Mine Hill Township,3660,4,31,1,29,1
New Jersey,Monmouth Beach,3251,2,37,7,27,3
New Jersey,Monroe Township,37624,36,561,129,418,14
New Jersey,"Monroe Township, Middlesex County",43654,3,168,36,121,11
New Jersey,Montclair,38192,44,560,143,382,35
New Jersey,Montgomery Township,22856,6,100,23,77,0
New Jersey,Montvale,8207,1,25,3,19,3
New Jersey,Montville Township,21917,8,159,20,135,4
New Jersey,Moonachie,2797,3,46,5,35,6
New Jersey,Moorestown Township,20564,16,304,56,244,4
New Jersey,Morris Plains,5784,3,68,5,60,3
New Jersey,Morristown,19276,58,259,35,201,23
New Jersey,Morris Township,22605,6,122,14,101,7
New Jersey,Mountain Lakes,4284,0,25,2,16,7
New Jersey,Mountainside,6860,1,27,7,20,0
New Jersey,Mount Arlington,5252,0,27,3,23,1
New Jersey,Mount Ephraim,4611,5,133,15,115,3
New Jersey,Mount Holly Township,9480,37,282,56,217,9
New Jersey,Mount Laurel Township,41705,33,525,68,439,18
New Jersey,Mount Olive Township,29124,9,211,30,178,3
New Jersey,Mullica Township,6157,7,62,23,37,2
New Jersey,National Park,2980,4,48,11,29,8
New Jersey,Neptune City,4817,11,155,18,130,7
New Jersey,Neptune Township,27659,154,1190,162,1005,23
New Jersey,Netcong,3259,3,26,11,13,2
New Jersey,New Brunswick,57580,413,1279,329,875,75
New Jersey,Newfield,1523,0,14,6,8,0
New Jersey,New Hanover Township,7227,4,10,2,7,1
New Jersey,New Milford,16729,3,69,15,52,2
New Jersey,New Providence,12458,0,56,8,45,3
New Jersey,Newton,7818,12,107,22,83,2
New Jersey,North Arlington,15773,16,178,27,130,21
New Jersey,North Bergen Township,62928,116,658,106,485,67
New Jersey,North Brunswick Township,42696,72,655,130,487,38
New Jersey,North Caldwell,6938,0,37,20,7,10
New Jersey,Northfield,8600,2,83,25,57,1
New Jersey,North Haledon,8521,2,46,10,35,1
New Jersey,North Hanover Township,7640,7,42,9,31,2
New Jersey,North Plainfield,22044,53,326,83,226,17
New Jersey,Northvale,4795,3,13,3,10,0
New Jersey,North Wildwood,3908,10,186,19,163,4
New Jersey,Norwood,5843,0,11,1,10,0
New Jersey,Nutley Township,28733,23,259,52,192,15
New Jersey,Oakland,13093,3,65,8,55,2
New Jersey,Oaklyn,3964,5,156,19,136,1
New Jersey,Ocean City,11296,10,475,64,409,2
New Jersey,Ocean Gate,2035,0,46,17,29,0
New Jersey,Oceanport,5837,6,69,12,56,1
New Jersey,"Ocean Township, Monmouth County",27176,19,587,77,496,14
New Jersey,"Ocean Township, Ocean County",8730,2,68,9,57,2
New Jersey,Ogdensburg,2291,2,7,1,6,0
New Jersey,Old Bridge Township,67298,43,867,117,705,45
New Jersey,Old Tappan,5980,1,19,1,17,1
New Jersey,Oradell,8190,4,34,7,26,1
New Jersey,Orange,31055,333,842,228,408,206
New Jersey,Oxford Township,2456,0,29,3,26,0
New Jersey,Palisades Park,20646,21,90,32,55,3
New Jersey,Palmyra,7318,17,156,26,128,2
New Jersey,Paramus,26903,40,1036,41,961,34
New Jersey,Park Ridge,8872,1,17,8,9,0
New Jersey,Parsippany-Troy Hills Township,53790,34,393,65,307,21
New Jersey,Passaic,71807,327,1100,193,762,145
New Jersey,Paterson,146588,1171,3667,1182,1803,682
New Jersey,Paulsboro,5957,30,228,77,145,6
New Jersey,Peapack and Gladstone,2598,1,12,1,11,0
New Jersey,Pemberton,1381,2,18,5,11,2
New Jersey,Pemberton Township,27801,114,610,194,386,30
New Jersey,Pennington,2579,1,6,1,5,0
New Jersey,Pennsauken Township,35429,108,1063,219,751,93
New Jersey,Penns Grove,4976,25,184,40,137,7
New Jersey,Pennsville Township,12913,6,286,79,206,1
New Jersey,Pequannock Township,15578,4,121,31,90,0
New Jersey,Perth Amboy,52595,231,842,254,493,95
New Jersey,Phillipsburg,14480,23,296,71,213,12
New Jersey,Pine Beach,2174,1,16,1,15,0
New Jersey,Pine Hill,10509,40,267,69,185,13
New Jersey,Pine Valley,12,0,0,0,0,0
New Jersey,Piscataway Township,59622,43,545,147,377,21
New Jersey,Pitman,8852,7,92,20,69,3
New Jersey,Plainfield,51132,330,1171,289,801,81
New Jersey,Plainsboro Township,23497,6,134,27,96,11
New Jersey,Pleasantville,20517,153,403,158,213,32
New Jersey,Plumsted Township,8620,7,46,15,28,3
New Jersey,Pohatcong Township,3240,2,169,3,165,1
New Jersey,Point Pleasant,18728,10,204,47,153,4
New Jersey,Point Pleasant Beach,4633,3,139,16,120,3
New Jersey,Pompton Lakes,11164,9,116,18,96,2
New Jersey,Princeton,30447,13,254,42,206,6
New Jersey,Prospect Park,5937,5,108,31,58,19
New Jersey,Rahway,28748,54,337,51,245,41
New Jersey,Ramsey,14853,8,128,8,114,6
New Jersey,Randolph Township,26033,5,120,24,95,1
New Jersey,Raritan,8438,5,119,22,95,2
New Jersey,Raritan Township,22030,12,99,17,80,2
New Jersey,Readington Township,16019,4,113,23,89,1
New Jersey,Red Bank,12504,27,201,17,181,3
New Jersey,Ridgefield,11330,3,44,13,28,3
New Jersey,Ridgefield Park,13037,12,155,22,128,5
New Jersey,Ridgewood,25581,11,198,46,150,2
New Jersey,Ringwood,12393,5,54,17,35,2
New Jersey,Riverdale,4145,2,126,7,116,3
New Jersey,River Edge,11615,3,67,20,47,0
New Jersey,Riverside Township,8005,18,20,7,13,0
New Jersey,Riverton,2753,2,33,5,27,1
New Jersey,River Vale Township,10092,0,25,2,21,2
New Jersey,Robbinsville Township,14203,11,118,25,89,4
New Jersey,Rochelle Park Township,5834,2,100,18,80,2
New Jersey,Rockaway,6494,0,73,20,46,7
New Jersey,Rockaway Township,24509,17,428,34,386,8
New Jersey,Rockleigh,538,0,0,0,0,0
New Jersey,Roseland,5818,3,36,5,29,2
New Jersey,Roselle,21621,39,353,77,238,38
New Jersey,Roselle Park,13639,10,105,28,76,1
New Jersey,Roxbury Township,23571,8,256,39,214,3
New Jersey,Rumson,6945,3,36,5,31,0
New Jersey,Runnemede,8340,11,262,88,158,16
New Jersey,Rutherford,18523,9,229,39,174,16
New Jersey,Saddle Brook Township,14037,6,254,26,219,9
New Jersey,Saddle River,3220,2,30,8,17,5
New Jersey,Salem,4933,78,306,117,176,13
New Jersey,Sayreville,45840,38,456,77,331,48
New Jersey,Scotch Plains Township,24179,5,197,33,156,8
New Jersey,Sea Bright,1333,2,3,0,3,0
New Jersey,Sea Girt,1810,4,25,5,18,2
New Jersey,Sea Isle City,2075,3,192,38,154,0
New Jersey,Seaside Heights,2920,40,170,30,139,1
New Jersey,Seaside Park,1578,2,43,12,30,1
New Jersey,Secaucus,18959,33,510,41,431,38
New Jersey,Ship Bottom,1146,1,41,2,39,0
New Jersey,Shrewsbury,4209,1,70,15,54,1
New Jersey,Somerdale,5379,11,333,30,293,10
New Jersey,Somers Point,10746,27,286,54,229,3
New Jersey,Somerville,12162,14,191,33,149,9
New Jersey,South Amboy,8886,14,100,25,66,9
New Jersey,South Bound Brook,4590,0,42,8,31,3
New Jersey,South Brunswick Township,45509,30,417,100,293,24
New Jersey,South Hackensack Township,2485,5,17,4,13,0
New Jersey,South Harrison Township,3235,0,20,7,12,1
New Jersey,South Orange,16374,32,272,34,219,19
New Jersey,South Plainfield,24053,27,381,53,316,12
New Jersey,South River,16382,23,157,19,136,2
New Jersey,South Toms River,3781,9,89,27,58,4
New Jersey,Sparta Township,19235,5,74,11,60,3
New Jersey,Spotswood,8479,6,64,9,54,1
New Jersey,Springfield,17518,7,180,17,158,5
New Jersey,Springfield Township,3381,2,37,8,27,2
New Jersey,Spring Lake,2992,0,44,10,34,0
New Jersey,Spring Lake Heights,4652,0,11,3,8,0
New Jersey,Stafford Township,26864,9,213,25,183,5
New Jersey,Stanhope,3467,1,42,10,31,1
New Jersey,Stone Harbor,839,5,122,16,106,0
New Jersey,Stratford,6911,13,108,20,87,1
New Jersey,Summit,22179,8,170,17,144,9
New Jersey,Surf City,1219,1,26,1,25,0
New Jersey,Swedesboro,2617,2,31,6,24,1
New Jersey,Tavistock,5,0,0,0,0,0
New Jersey,Teaneck Township,40704,50,438,112,314,12
New Jersey,Tenafly,14865,2,90,15,72,3
New Jersey,Teterboro,71,4,41,3,32,6
New Jersey,Tewksbury Township,5908,0,18,6,11,1
New Jersey,Tinton Falls,17891,6,269,23,239,7
New Jersey,Toms River Township,91220,55,2150,285,1829,36
New Jersey,Totowa,10950,20,268,18,235,15
New Jersey,Trenton,83662,1018,2030,771,784,475
