STABR,FSCSKEY,LIBID,LIBNAME,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIA,TOTSTAFF,LOCGVT,STGVT,FEDGVT,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,TOTEXPCO,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REFERENC,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,LOANTO,LOANFM,TOTPRO,TOTATTEN,GPTERMS,PITUSR,WIFISESS,YR_SUB
MI,MI0055,MI0055-002,CASS DISTRICT LIBRARY,03,1,00,00,00,-86.0125579,41.9156926,26,027,319 M-62 NORTH,CASSOPOLIS,49031,1032,CASS,2694453400,ME,LD,MO,OTH,N,01/01/2013,12/31/2013,38002,1,4,0,1.38,12.38,15.58,1047279,18990,17071,1171701,448468,120039,568507,70698,14270,120168,941336,0,0,0,0,116645,69307,7275,5501,1039,7386,67,48,238,10881,73992,2230,8587,153232,40829,6917,11078,9519,499,7630,55,44434,10050,2015
MI,MI0056,MI0056-002,CEDAR SPRINGS PUBLIC LIBRARY,03,1,00,00,00,-85.5517317,43.2236031,26,081,43 WEST CHERRY STREET,CEDAR SPRINGS,49319,5116,KENT,6166961910,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,9467,1,0,0,0,1,2.48,133029,5716,0,155574,66028,19066,85094,11327,1200,13889,136396,0,0,0,0,1867,19145,3892,545,1832,819,0,40,35,1530,28774,8920,2760,32503,13159,1612,6537,4424,98,3902,9,5005,4011,2015
MI,MI0057,MI0057-002,CENTER LINE PUBLIC LIBRARY,03,1,00,00,00,-83.029404,42.47929,26,099,7345 WEINGARTZ STREET,CENTER LINE,48015,1462,MACOMB,5867588274,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,8257,1,0,0,2.05,2.05,4.28,241728,4474,0,261712,100634,50971,151605,22537,3714,32547,239079,0,0,0,0,0,38269,3799,2070,1517,2660,83,44,39,2134,61137,4530,4124,37373,11343,889,16949,15907,110,752,10,12496,9258,2015
MI,MI0058,MI0058-002,CENTRAL LAKE DISTRICT LIBRARY,03,1,00,00,00,-85.2625998,45.0708996,26,009,7900 MAPLE STREET,CENTRAL LAKE,49622,5134,ANTRIM,2315442517,ME,LD,SO,SD1,N,01/01/2013,12/31/2013,3879,1,0,0,0,1.55,2.6,97824,1936,0,104989,61123,4857,65980,8875,4820,13695,123915,0,0,0,0,0,22617,10237,1705,1609,1331,125,40,260,2382,20053,2135,3000,21597,3178,1991,185,294,104,951,13,8258,3660,2015
MI,MI0059,MI0059-002,CHARLES A. RANSOM DISTRICT LIBRARY,03,2,00,00,00,-85.634866,42.442367,26,005,180 SOUTH SHERWOOD AVENUE,PLAINWELL,49080,1827,ALLEGAN,2696858024,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,15068,1,0,0,1,2,6.53,406538,8165,0,435052,247282,37126,284408,39817,4000,50437,451930,0,0,0,0,5928,42583,5528,4010,1076,2650,50,40,140,3090,71697,4762,9280,162795,60733,4833,3049,3125,479,7335,15,16220,7428,2015
MI,MI0060,MI0060-002,CHARLEVOIX PUBLIC LIBRARY,03,1,00,00,00,-85.2614678,45.3170664,26,029,220 WEST CLINTON STREET,CHARLEVOIX,49720,1325,CHARLEVOIX,2315472651,ME,LD,SO,SD2,N,07/01/2013,06/30/2014,9420,1,0,0,4.68,6.35,12.18,841004,5104,0,976950,428170,133933,562103,48930,9642,75765,937309,0,0,0,0,2150,40575,10068,3895,1694,3028,125,44,158,2931,145956,3461,8267,110653,34834,7831,7142,6054,477,9863,35,27294,4287,2015
MI,MI0061,MI0061-002,CHARLOTTE COMMUNITY LIBRARY,03,1,00,00,00,-84.837232,42.561371,26,045,226 SOUTH BOSTWICK STREET,CHARLOTTE,48813,1801,EATON,5175438859,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,30613,1,0,0,2,6.28,9.96,490967,16588,0,544803,287429,65841,353270,32357,2937,47716,482836,0,0,0,0,197970,52125,5900,1186,2310,5725,0,41,79,3276,105482,29000,10920,94629,15323,8599,4556,4375,153,4299,36,21823,30000,2015
MI,MI0062,MI0062-002,CHASE TOWNSHIP PUBLIC LIBRARY,03,1,00,00,00,-85.6342575,43.8896461,26,085,8400 EAST NORTH STREET,CHASE,49623,5124,LAKE,2318329511,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,1495,1,0,0,0,.88,.88,16047,372,0,44323,,,,447,0,447,31617,0,0,0,0,2417,33544,0,1205,0,1810,0,40,20,1570,5199,870,1012,8244,3168,0,0,0,19,393,6,1144,0,2015
MI,MI0063,MI0063-002,CHEBOYGAN AREA PUBLIC LIBRARY,03,2,00,00,00,-84.48025,45.643635,26,031,100 SOUTH BAILEY STREET,CHEBOYGAN,49721,1611,CHEBOYGAN,2316272381,ME,LD,SO,SD1,N,07/01/2013,06/30/2014,13894,1,0,0,2,3,7.9,439171,9098,0,499744,258205,78492,336697,30484,1924,39418,497038,255292,0,0,255292,2747,58978,583,3558,6,2501,2,42,115,2627,79815,876,5491,83133,23046,5327,4467,4759,1024,15267,39,14917,-1,2015
MI,MI0064,MI0064-002,RIVER RAPIDS DISTRICT LIBRARY,03,1,00,00,00,-84.1139441,43.1839541,26,145,227 EAST BROAD STREET,CHESANING,48616,1501,SAGINAW,9898453211,ME,CI,SO,OTH,N,10/01/2013,09/30/2014,4659,1,0,0,0,1,2.85,129418,2746,0,153003,73030,6049,79079,11802,1065,17974,142370,0,0,0,0,0,21348,3180,732,1817,1051,0,41,51,1664,32864,2732,3420,26795,8331,2384,1939,2957,99,1662,24,4482,3826,2015
MI,MI0065,MI0065-002,CLINTON TOWNSHIP PUBLIC LIBRARY,03,1,00,00,00,-83.9719343,42.072799,26,091,100 BROWN STREET,CLINTON,49236,9700,LENAWEE,5174564141,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,3604,1,0,0,0,1,2.73,127024,1953,0,142246,98927,7886,106813,20045,268,24651,153993,0,0,0,0,5351,35185,7170,1708,2138,1970,0,40,79,2399,27874,3123,3072,35647,7832,893,901,1049,51,847,11,6797,448,2015
MI,MI0066,MI0066-002,COLEMAN AREA LIBRARY,03,1,00,00,00,-84.5822853,43.7546081,26,111,111 FIRST STREET,COLEMAN,48618,M,MIDLAND,9894656398,ME,LD,SO,OTH,N,01/01/2013,12/31/2013,4622,1,0,0,0,.93,3.91,127663,2307,0,139236,96498,9839,106337,5590,0,7716,147833,0,0,0,5233,25908,26638,0,526,0,1451,0,40,35,1820,23775,356,2142,25357,3260,0,2629,2094,25,505,14,4038,364,2015
MI,MI0067,MI0067-002,COLOMA PUBLIC LIBRARY,03,1,00,00,00,-86.3073211,42.1861094,26,021,151 WEST CENTER STREET,COLOMA,49038,8741,BERRIEN,2694683431,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,12982,1,0,0,2,3.95,4.95,326789,7034,0,367541,174860,34231,209091,27145,7328,40331,337816,221990,0,0,221990,252199,71200,6211,2503,1176,4358,18,43,108,2459,61131,3266,11332,97110,25536,2122,1003,1960,124,1764,16,16734,5326,2015
MI,MI0068,MI0068-002,COLON TOWNSHIP LIBRARY,03,1,00,00,00,-85.325468,41.9585135,26,149,128 SOUTH BLACKSTONE AVENUE,COLON,49040,9804,ST. JOSEPH,2694323958,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,3803,1,0,0,.8,2.13,2.33,105149,1898,0,111439,58679,0,58679,7332,500,9260,88901,71443,0,0,71443,72043,24714,6580,953,2201,872,0,40,25,1844,24303,5200,3902,27063,5736,4620,1226,1546,55,838,7,4559,399,2015
MI,MI0069,MI0069-002,COLUMBIA TOWNSHIP LIBRARY,03,1,00,00,00,-83.4663491,43.6548272,26,157,6456 CENTER STREET,UNIONVILLE,48767,9404,TUSCOLA,9896742651,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,2373,1,0,0,.63,1.15,1.75,93559,1184,0,102829,,,,4251,4216,10309,54734,0,0,0,0,0,15427,3941,134,2059,2420,0,40,18,1940,11202,5213,1001,11588,4121,3146,330,1402,177,1215,11,1628,45,2015
MI,MI0070,MI0070-002,COMSTOCK TOWNSHIP LIBRARY,03,1,00,00,00,-85.50964,42.28678,26,077,6130 KING HIGHWAY,COMSTOCK,49041,M,KALAMAZOO,2693450136,ME,CI,SO,CI1,N,01/01/2013,12/31/2013,14854,1,0,0,5.25,5.25,9.4,775900,7413,0,800649,395715,145071,540786,85552,39690,140229,817698,0,0,0,0,0,95179,6895,7321,1158,6406,55,43,70,2920,77802,13119,2949,117630,68660,4063,200,600,489,5009,24,5006,297,2015
MI,MI0071,MI0071-002,CONSTANTINE TOWNSHIP LIBRARY,03,1,00,00,00,-85.6699422,41.8410078,26,149,165 CANARIS STREET,CONSTANTINE,49042,1015,ST. JOSEPH,2694357957,ME,CI,SO,OTH,N,01/01/2013,12/31/2013,4986,1,0,0,0,2.72,3.33,130034,2488,2823,149470,96702,0,96702,15634,370,18716,154990,0,0,0,0,7062,19406,8959,677,0,1379,0,40,51,2419,23800,1372,3024,30669,13424,838,1823,1518,161,2239,13,14810,672,2015
MI,MI0072,MI0072-002,COOPERSVILLE AREA DISTRICT LIBRARY,03,1,00,00,00,-85.935695,43.065797,26,139,333 OTTAWA STREET,COOPERSVILLE,49404,1243,OTTAWA,6168376809,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,11862,1,0,0,0,3.25,4.43,271402,6991,1700,322023,132252,17700,149952,24366,3685,38040,272731,0,0,0,500,3480,36046,3892,1892,1820,2830,0,45,54,2184,49376,5824,5750,89306,40096,5815,6287,5886,187,5342,15,8989,5112,2015
MI,MI0074,MI0074-002,CRAWFORD COUNTY LIBRARY,03,2,00,00,00,-84.7155885,44.6705994,26,039,201 PLUM STREET,GRAYLING,49738,1400,CRAWFORD,9893489214,ME,CO,MO,OTH,N,10/01/2013,09/30/2014,14074,1,2,0,1,1,8.6,492724,10423,0,607048,207727,78862,286589,37202,1663,38865,437036,0,0,0,0,44265,66636,3270,4466,2100,4928,0,40,30,4724,89388,7806,7177,69122,13275,2486,1168,1832,439,10443,38,20735,10921,2015
MI,MI0075,MI0075-001,CROMAINE DISTRICT LIBRARY,03,1,00,00,00,-83.754282,42.6618928,26,093,3688 NORTH HARTLAND ROAD,HARTLAND,48353,5504,LIVINGSTON,8106325200,ME,LD,MO,OTH,N,07/01/2013,06/30/2014,26391,1,1,0,7.75,7.75,22.7,1729064,14300,0,1743364,858393,189277,1047670,118000,41000,231000,1617731,0,0,0,0,63368,82117,11805,14407,391,6179,4249,48,205,6106,193832,16523,15294,441992,56829,23004,2099,1806,834,29854,46,38333,0,2015
MI,MI0076,MI0076-002,CROOKED TREE DISTRICT LIBRARY,03,1,00,00,00,-84.9337659,45.2671549,26,029,2203 WALLOON STREET,WALLOON LAKE,49796,M,CHARLEVOIX,2315352111,ME,LD,MO,OTH,N,07/01/2013,06/30/2014,3953,1,1,0,.93,.93,2.73,90241,2142,0,139969,68903,5271,74174,11152,1395,15266,134431,0,0,0,0,0,19815,176,1146,0,1270,0,40,23,2698,8762,2219,2174,13783,4717,981,3459,3566,180,1079,11,2564,0,2015
MI,MI0077,MI0077-002,CRYSTAL FALLS DISTRICT COMMUNITY LIBRARY,03,1,00,00,00,-88.3302707,46.0967669,26,071,237 SUPERIOR AVENUE,CRYSTAL FALLS,49920,1331,IRON,9068753344,ME,LD,SO,OTH,N,01/01/2013,12/31/2013,3453,1,0,0,0,.75,3.44,157407,1723,0,177921,78903,5244,84147,19646,6255,31020,149713,0,0,0,0,3838,14900,3387,2139,2143,2808,0,41,115,2545,21919,1748,1721,25408,10858,542,28,86,27,308,14,3191,1669,2015
MI,MI0078,MI0078-002,DEARBORN PUBLIC LIBRARY,03,1,00,00,00,-83.197628,42.315398,26,163,16301 MICHIGAN AVENUE,DEARBORN,48126,2723,WAYNE,3139432037,ME,CI,MO,CI1,N,07/01/2013,06/30/2014,98153,1,2,0,15.35,15.35,53.28,5252059,53215,0,5525470,2040660,1054672,3095332,235010,62950,450000,5347557,0,0,0,0,26739,155592,26117,20563,13983,32001,50,56,430,6616,385723,90000,34710,610239,239721,32144,1820,2842,576,23901,93,117623,0,2015
MI,MI0080,MI0080-002,DECKERVILLE PUBLIC LIBRARY,03,2,00,00,00,-82.7350029,43.5278899,26,151,3542 NORTH MAIN STREET,DECKERVILLE,48427,9615,SANILAC,8103768015,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,4514,1,0,0,.75,.75,1.65,69833,2252,0,77208,,,,13393,0,15361,59473,0,0,0,0,657,13500,0,300,0,850,0,40,47,1514,19000,1000,1425,21919,7570,2355,331,1524,6,95,5,488,435,2015
MI,MI0081,MI0081-002,DELTON DISTRICT LIBRARY,03,1,00,00,00,-85.4086966,42.5041098,26,015,330 NORTH GROVE STREET,DELTON,49046,9601,BARRY,2696238040,ME,LD,SO,OTH,N,04/01/2013,03/31/2014,10021,1,0,0,0,1.4,2.9,130025,5001,0,135026,89914,921,90835,10914,0,14993,141253,0,0,0,0,0,28580,0,1500,0,1900,0,40,3,2392,95560,15000,2461,64900,20900,0,2463,2809,117,3778,12,11235,8000,2015
MI,MI0082,MI0082-002,DETOUR AREA SCHOOL AND PUBLIC LIBRARY,03,1,00,00,00,-83.9053091,45.9909089,26,033,202 SOUTH DIVISION STREET,DETOUR VILLAGE,49725,5006,CHIPPEWA,9062972011,ME,SD,SO,SD1,N,07/01/2013,06/30/2014,2190,1,0,0,0,.93,1.03,56601,1187,0,63330,,,,2019,0,5771,64103,0,0,0,0,0,15247,3387,232,2143,110,0,40,37,1504,7814,1672,499,3015,878,437,1,6,118,2238,11,1790,2377,2015
MI,MI0083,MI0083-002,DETROIT PUBLIC LIBRARY,03,1,00,00,00,-83.066053,42.359432,26,163,5201 WOODWARD AVENUE,DETROIT,48202,4007,WAYNE,3134811302,ME,CI,MO,CI1,N,07/01/2013,06/30/2014,713777,1,20,1,86,86,326,30140639,4839301,112003,35513361,12810103,11050357,23860460,318676,177351,1023479,33521130,0,0,0,0,0,6360700,3755,130488,393,159489,0,61,2833,39840,2772148,746278,413912,1483329,293647,15095,11021,600,6450,219059,733,657519,120392,2015
MI,MI0084,MI0084-002,DEXTER DISTRICT LIBRARY,03,1,00,00,00,-83.888819,42.339996,26,161,3255 ALPINE STREET,DEXTER,48130,1015,WASHTENAW,7344264477,ME,LD,SO,SD1,N,10/01/2013,09/30/2014,19591,1,0,0,8.75,8.75,17.25,1262245,11547,4623,1344333,642299,63371,705670,101063,15313,157001,1165547,0,0,0,0,12084,84082,10760,12518,3239,10841,0,44,158,3632,157646,34320,12767,434477,240704,16576,42032,43081,517,17603,19,33222,10675,2015
MI,MI0085,MI0085-002,DICKINSON COUNTY LIBRARY,03,1,00,00,00,-88.0637456,45.8193214,26,043,401 IRON MOUNTAIN STREET,IRON MOUNTAIN,49801,3435,DICKINSON,9067741218,ME,CO,MO,CO1,N,01/01/2013,12/31/2013,26168,1,2,0,1.94,2.88,14.32,977035,23329,0,1051351,432882,233260,666142,69599,5925,92306,940101,0,0,0,0,14355,92147,2675,5073,1898,7965,0,43,268,6518,139281,19556,12137,173460,43728,4871,11489,12471,257,6660,36,25684,0,2015
MI,MI0086,MI0086-002,DORR TOWNSHIP LIBRARY,03,1,00,00,00,-85.722547,42.733717,26,005,1804 SUNSET DRIVE,DORR,49323,9324,ALLEGAN,6166819678,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,7439,1,0,0,1,2.3,4.05,132234,3712,0,148187,70000,0,70000,16942,5505,26223,144223,12241,0,0,12241,0,34130,11605,786,1675,1265,4249,41,58,2065,28657,9574,5156,47865,19864,5698,5384,5986,202,2977,10,9875,1462,2015
MI,MI0087,MI0087-002,DOWAGIAC DISTRICT LIBRARY,03,2,00,00,00,-86.1098953,41.9829413,26,027,211 COMMERCIAL STREET,DOWAGIAC,49047,1728,CASS,2697823826,ME,LD,SO,OTH,N,10/01/2013,09/30/2014,13306,1,0,0,1,5.95,6.45,397661,7830,0,421120,159663,23445,183108,44637,4000,51487,298554,0,0,0,0,52360,26273,7762,1004,555,1770,0,40,28,2718,49320,5114,9085,49545,8284,2138,942,2731,83,1565,15,12012,8328,2015
MI,MI0088,MI0088-002,DOWLING PUBLIC LIBRARY,03,2,00,00,00,-85.252313,42.522405,26,015,1765 EAST DOWLING ROAD,HASTINGS,49058,8713,BARRY,2697216743,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,4869,1,0,0,0,.5,1.13,69068,0,0,69068,,,,3000,0,4429,46079,0,0,0,0,3975,16198,0,547,0,430,0,40,36,1632,6401,250,1600,11897,1511,840,2400,3000,2,62,8,1017,50,2015
MI,MI0089,MI0089-002,DRYDEN TOWNSHIP LIBRARY,03,1,00,00,00,-83.1259,42.945982,26,087,5480 MAIN STREET,DRYDEN,48428,7726,LAPEER,8107963586,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,4768,1,0,0,0,1,3,81611,2583,0,92407,82904,6342,89246,21721,1500,27923,158231,0,0,0,0,2541,25297,6613,1325,581,1018,0,40,80,2122,27860,2350,3779,22678,5496,1235,3695,1819,57,876,11,1796,600,2015
MI,MI0091,MI0091-002,WHITE CLOUD COMMUNITY LIBRARY,03,1,00,00,00,-85.775939,43.550126,26,123,1038 WILCOX AVENUE,WHITE CLOUD,49349,8794,NEWAYGO,2316896631,ME,LD,SO,OTH,Y,07/01/2013,06/30/2014,8533,1,0,0,0,9,9,247080,4961,0,361180,177653,30014,207667,31982,3900,49200,329471,1313,0,0,1313,4970,47107,3892,6248,1818,6733,0,40,82,2388,60718,2105,2945,72816,11807,-1,3947,2495,77,1644,16,8130,6480,2015
MI,MI0092,MI0092-002,EASTPOINTE MEMORIAL LIBRARY,03,1,00,00,00,-82.957356,42.462604,26,099,15875 OAK AVENUE,EASTPOINTE,48021,2316,MACOMB,5864455096,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,32442,1,0,0,4.5,4.5,9.53,886013,17579,0,922187,394741,254077,648818,51253,5940,59493,818729,0,0,0,0,0,63046,1339,4185,372,3164,0,102,83,2295,102863,17548,14471,105980,31119,2271,11115,9133,221,4186,13,20780,2893,2015
MI,MI0093,MI0093-002,EAST LANSING PUBLIC LIBRARY,03,1,00,00,00,-84.483714,42.7433841,26,065,950 ABBOT ROAD,EAST LANSING,48823,3105,INGHAM,5173512420,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,48579,1,0,0,6.2,9.33,17.68,1824610,26323,0,1957630,768601,322512,1091113,97011,82255,220049,1696020,0,0,0,127418,75954,93130,13238,4539,2447,5486,5719,49,173,3103,254540,68423,14253,389427,148318,28259,12539,10531,702,18814,38,41327,54367,2015
MI,MI0094,MI0094-002,EATON RAPIDS PUBLIC LIBRARY,03,1,00,00,00,-84.655811,42.5112508,26,045,220 SOUTH MAIN STREET,EATON RAPIDS,48827,1256,EATON,5176638118,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,5214,1,0,0,0,1,2.85,185642,2825,0,201897,100837,33325,134162,10945,394,12390,161472,0,0,0,0,431,21735,6354,244,2102,979,0,40,30,2141,12815,4248,1797,26296,5600,815,3253,1440,11,180,6,5294,1136,2015
MI,MI0095,MI0095-002,EAU CLAIRE DISTRICT LIBRARY,03,1,00,00,00,-86.298856,41.985336,26,021,6528 EAST MAIN STREET,EAU CLAIRE,49111,5129,BERRIEN,2694616241,ME,LD,SO,OTH,N,08/01/2013,07/31/2014,7392,1,0,0,1,1,3.2,217584,6204,0,237840,91156,33627,124783,18698,4631,25329,237840,0,0,0,0,35880,38434,6257,448,1234,751,69,42,30,2397,12276,602,4430,29457,6420,1624,448,653,71,463,14,5026,0,2015
MI,MI0098,MI0098-002,ELK RAPIDS DISTRICT LIBRARY,03,1,00,00,00,-85.4154854,44.899065,26,009,300 ISLE OF PINES,ELK RAPIDS,49629,M,ANTRIM,2312649979,ME,LD,SO,OTH,N,03/01/2013,02/28/2014,5432,1,0,0,0,1,4.3,202199,2711,0,615823,138343,22147,160490,27635,2000,38573,258454,0,0,0,0,10000,16422,14560,964,1570,1471,112,43,62,2932,77773,650,2891,48382,9676,3522,287,292,136,3135,11,6572,4212,2015
MI,MI0099,MI0099-002,ELK TOWNSHIP LIBRARY,03,1,00,00,00,-82.8161783,43.2586401,26,151,29 EAST LAPEER STREET,PECK,48466,9650,SANILAC,8103785409,ME,CI,SO,OTH,N,04/01/2013,03/31/2014,2769,1,0,0,0,1.05,1.05,42711,1834,0,44890,,,,6303,0,6568,45639,0,0,0,0,34,14981,0,242,0,144,0,40,17,1820,6000,160,2525,6823,2206,0,55,96,6,90,3,1122,209,2015
MI,MI0100,MI0100-002,ELSIE PUBLIC LIBRARY,03,1,00,00,00,-84.388885,43.088721,26,037,145 WEST MAIN STREET,ELSIE,48831,5116,CLINTON,9898624633,ME,LD,SO,OTH,N,04/01/2013,03/31/2014,3958,1,0,0,0,.75,1.95,79939,2144,0,88283,,,,9641,2061,12731,83975,0,0,0,0,0,25687,0,145,0,2267,0,40,97,1086,10838,5294,1319,13111,4899,0,518,291,22,700,5,3721,1573,2015
MI,MI0101,MI0101-002,ESCANABA PUBLIC LIBRARY,03,1,00,00,00,-87.0521233,45.7457261,26,041,400 LUDINGTON STREET,ESCANABA,49829,3924,DELTA,9067897332,ME,CI,SO,OTH,N,07/01/2013,06/30/2014,25830,1,0,0,2,3,7.38,477985,15224,0,523718,260898,129062,389960,35789,9955,52699,520783,0,0,0,0,982,73855,2622,2740,1982,3737,0,45,97,2674,90058,6338,9942,109055,31510,6207,4081,4722,160,4673,32,12420,3502,2015
MI,MI0102,MI0102-002,EVART PUBLIC LIBRARY,03,2,00,00,00,-85.2593655,43.9007001,26,133,104 NORTH MAIN STREET,EVART,49631,5119,OSCEOLA,2317345542,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,7717,1,0,0,.19,1.84,2.03,97560,4181,0,127066,70422,1200,71622,14213,2593,18014,126177,0,0,0,0,0,35701,0,1547,0,65,0,40,47,2028,13235,5821,3424,25738,8258,964,181,134,56,841,11,2721,500,2015
MI,MI0103,MI0103-002,FAIRGROVE DISTRICT LIBRARY,03,4,00,00,00,-83.5433097,43.5222911,26,157,1959 MAIN STREET,FAIRGROVE,48733,9568,TUSCOLA,9896936050,ME,LD,SO,OTH,N,04/01/2013,03/31/2014,3112,1,0,0,0,.71,2.18,120455,1622,0,127135,64828,3093,67921,11765,0,15834,105978,0,0,0,0,14780,18261,0,0,0,3018,0,40,0,1924,14922,1798,1385,11533,3660,-1,80,80,6,145,10,3756,-1,2015
MI,MI0104,MI0104-002,FALMOUTH AREA LIBRARY,03,4,00,00,00,-85.0893334,44.2436724,26,113,219 EAST PROSPER ROAD,FALMOUTH,49632,9523,MISSAUKEE,2318263738,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,882,1,0,0,.09,.49,.82,39552,2012,0,45080,,,,4371,442,5930,42073,0,0,0,0,4411,8846,4486,244,5230,701,185,41,22,1619,5021,625,518,7288,2289,-1,1102,992,31,505,3,1260,-1,2015
MI,MI0105,MI0105-002,FARMINGTON COMMUNITY LIBRARY,03,1,00,00,00,-83.3718556,42.4988298,26,125,32737 WEST 12 MILE ROAD,FARMINGTON HILLS,48334,3302,OAKLAND,2485530300,ME,LD,MO,OTH,N,07/01/2013,06/30/2014,90112,1,1,0,18.8,27.6,64.75,5370658,48828,0,5749367,2594034,750209,3344243,292619,94097,536702,5445896,0,0,0,0,138356,257022,13216,20856,3750,32287,0,77,521,6822,627577,196752,57336,1136095,450049,48028,3760,5291,1751,55630,134,155150,263444,2015
MI,MI0106,MI0106-002,DEWITT DISTRICT LIBRARY,03,1,00,00,00,-84.588745,42.825372,26,037,13101 SCHAVEY ROAD,DEWITT,48820,9008,CLINTON,5176693156,ME,LD,SO,OTH,N,07/01/2013,06/30/2014,34381,1,0,0,2.63,3.63,7.86,497886,20264,0,544584,233876,31870,265746,49227,9000,58227,477889,0,0,0,0,31774,45090,4546,1885,2220,4302,0,40,87,2496,57816,8784,12766,140366,57368,11098,2956,3368,357,8341,9,6181,0,2015
MI,MI0107,MI0107-002,FENNVILLE DISTRICT LIBRARY,03,1,00,00,00,-86.1067151,42.5942544,26,005,400 WEST MAIN STREET,FENNVILLE,49408,9233,ALLEGAN,2695615050,ME,LD,SO,OTH,N,10/01/2013,09/30/2014,14230,1,0,0,1,3.75,5.63,336250,8386,5967,369103,188223,22850,211073,33765,1600,39415,360025,0,0,0,1552,6017,37410,3892,332,1892,1876,0,40,48,2682,72689,4952,2910,47597,15948,1549,4790,2633,173,4285,10,17889,4110,2015
MI,MI0108,MI0108-002,FERNDALE PUBLIC LIBRARY,03,1,00,00,00,-83.1325284,42.4606038,26,125,222 EAST NINE MILE ROAD,FERNDALE,48220,1731,OAKLAND,2485462504,ME,CI,SO,CI1,N,07/01/2013,06/30/2014,19900,1,0,0,5.75,6.25,10.75,952001,10783,0,1080835,403556,60891,464447,37087,6500,60218,1065406,0,0,0,0,0,57259,10755,5904,3234,6985,0,40,95,2802,156122,53698,10077,175766,54527,8857,27792,21765,309,6440,40,47000,32000,2015
MI,MI0109,MI0109-002,FIFE LAKE PUBLIC LIBRARY,03,1,00,00,00,-85.349391,44.576951,26,055,77 LAKECREST LANE,FIFE LAKE,49633,5101,GRAND TRAVERSE,2318794101,ME,CI,SO,CI1,N,01/01/2013,12/31/2013,2791,1,0,0,0,2.1,3.25,145062,1392,0,157076,76412,58745,135157,12385,0,15096,184130,0,0,0,0,291,16319,32194,584,9302,1509,0,40,39,2288,26000,7500,63947,26338,5400,-1,3531,4541,371,6024,12,5792,4607,2015
MI,MI0110,MI0110-002,THOMAS E. FLESCHNER MEMORIAL LIBRARY,03,1,00,00,00,-83.7868587,43.2508315,26,145,11935 SILVER CREEK DRIVE,BIRCH RUN,48415,9767,SAGINAW,9896245171,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,6033,1,0,0,0,1,1.53,96018,1507,0,97525,,,,9413,0,11686,106105,0,1507,0,2138,15116,33757,0,2027,0,2188,0,40,13,2124,21662,1186,7001,29803,11246,0,1098,1844,111,1696,8,6095,512,2015
MI,MI0111,MI0111-002,FLINT PUBLIC LIBRARY,03,1,00,00,00,-83.679863,43.022173,26,049,1026 EAST KEARSLEY STREET,FLINT,48503,1923,GENESEE,8102327111,ME,LD,SO,CI1,N,07/01/2013,06/30/2014,102434,1,0,0,14,15,31.38,2362956,203275,0,3643091,1567337,772168,2339505,75473,49760,175276,3214108,0,0,0,0,61215,293663,2645,24428,1718,21196,0,48,161,2412,187680,46200,33866,171022,43868,9988,0,0,461,23956,97,54984,226884,2015
MI,MI0112,MI0112-002,FORSYTH TOWNSHIP PUBLIC LIBRARY,03,1,00,00,00,-87.4377857,46.2793025,26,103,184 WEST FLINT STREET,GWINN,49841,9572,MARQUETTE,9063463433,ME,CI,SO,CI1,N,04/01/2013,03/31/2014,6164,1,0,0,1,1,3.36,151502,3340,0,167442,70295,9670,79965,10484,1000,12579,121359,0,0,0,0,27339,13210,3387,784,2143,713,0,40,34,1989,31719,3437,2546,30237,3890,2061,3342,2624,48,549,9,5245,1218,2015
