est_number,company,street,city,st,zip,phone,grant_date,activities,dbas
M4265+P4265+V4265,Locust Grove Farm,4725 State Route 40,Argyle,NY,12809,(518) 638-8591,1997-08-15,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Locust Grove Smokehouse
P39915+V39915,"LOCUST POINT FARMS, LLC",430 LOCUST POINT ROAD,ELKTON,MD,21921,(410) 398-8765,2009-06-12,"Food Inspection, Identification - Poultry, Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",
M9799+P9865,Locustdale Meat Packing Company,Main Street P.O. Box 15,Locustdale,PA,17945,(570) 875-1270,1994-12-14,"Meat Processing, Poultry Processing",
M5658+P5658,Loeffel Meat Lab/Animal Scienc,38th and Fair St/Univ of NE,Lincoln,NE,68583,(402) 472-6456,1988-04-06,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M1420+P1420,Loftus Meats,1395 Glenwood Road,Richfield,UT,84701,(801) 896-4866,1984-08-08,"Meat Processing, Meat Slaughter",
M17307+P17307,LOGAN FOOD CO. INC,4116 WHEELER AVENUE,ALEXANDRIA,VA,22314,(703) 212-6677,1994-05-02,"Meat Processing, Poultry Processing",LOGAN SAUSAGE COMPANY
M17708+P17708+V17708,"Logistic Services, LLC",2951 South 1st St.,Eldridge,IA,52748,(563) 285-7846,2007-06-04,"Certification - Export, Identification - Meat, Identification - Poultry",
M44214+P44214+V44214,"Loham, Inc.",3700 West Warner Ave. Unit B,Santa Ana,CA,92704,(714) 708-3331,2014-10-21,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing","Asia Grill Works,INC."
I56,Londonderry Freezer Warehouse LLC,219 Rockingham Road,Londonderry,NH,3053,(603) 421-9525,2016-08-01,,
P48131,"Lone Pine Processing, LLC",1980 Blue Bird Rd.,Cabool,MO,65689,(417) 962-2456,2015-07-07,"Poultry Processing, Poultry Slaughter",
M31772+P31772,"Lone Star Bakery, Inc.",8100 Highway 87 East,China Grove,TX,78263,(210) 648-6400,2007-03-12,"Meat Processing, Poultry Processing",
M2255,"Lone Star Beef Processors, L.P.",2150 East 37th Street,San Angelo,TX,76903,(325) 658-9895,2016-05-05,"Meat Processing, Meat Slaughter",
V34249,"Lone Star Beef Processors, L.P.",2150 Pruitt Drive,San Angelo,TX,76903,(325) 658-5555,2006-10-31,"Certification - Export, Identification - Meat",
M27340+P27340,Lone Star Brisket Company,4122 South FM 486,Thorndale,TX,76577,(512) 352-6357,2008-01-15,"Meat Processing, Poultry Processing",Guadalupe Gourmet; Smokehouse Ranch; Taylor Meat Company; Texas Star
V33935,Lone Star Cold Storage,401 North Grove Road,Richardson,TX,75081,(214) 239-2727,2006-01-31,"Certification - Export, Identification - Meat, Identification - Poultry, Off-Premise Freezing - Meat, Off-Premise Freezing - Poultry",
M2274+P2274,Lone Star Meats Ltd.,1409 East 6th Street,Austin,TX,78702,(512) 478-3161,2016-03-22,Meat Processing,"Lone Star Foodservice Ltd.; Lone Star Foodservice., Inc."
M253,"Long Prairie Packing Company, LLC",10 Riverside Drive,Long Prairie,MN,56347,(320) 732-2171,2014-12-30,"Meat Processing, Meat Slaughter",American Foods Group
M5916+P5916,"Longhini Sausage Company, Inc",41 Longhini Lane,New Haven,CT,6519,(203) 624-7110,2016-10-24,"Meat Processing, Poultry Processing",
M1053+P4169,Longhorn Barbecue Production Center,10420 E. Montgomery,Spokane,WA,99206,(509) 922-0702,2014-09-11,"Meat Processing, Poultry Processing",
V27491,Longistics International,10900 World Trade Blvd.,Raeligh,NC,27617,(919) 872-7626,2003-05-19,Identification - Meat,
V48172,"Lonsdale Packaging, Inc.",629 Industrial Dr. SE,Lonsdale,MN,55046,(507) 744-2376,2016-03-22,"Identification - Meat, Identification - Poultry",
M5484,Lopes Sausage Co.,304 EWalnut Street,Newark,NJ,7105,(973) 334-4306,2009-10-26,Meat Processing,
M20AE+P20AE+V20AE,"Lopez Foods, Inc.",9500 N.W. 4th Street,Oklahoma City,OK,73127,(405) 789-7500,1996-01-03,"Certification - Export, Meat Processing, Poultry Processing",
M18714+P18714,"Lord's Meats, Inc.",310 South Line Street,Dexter,GA,31019,(478) 875-3101,2004-02-12,Meat Processing,"Lord's Sausage & Country Ham, Inc."
M21207+P21207+V21207,Lorentz Etc. Inc.,705 Cannon Industrial Blvd.,Cannon Falls,MN,55009,(507) 263-3618,2012-06-06,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",Lorentz
M6754,Lorenzo's Frozen Foods Ltd.,9940 W. Roosevelt Rd.,Westchester,IL,60154,(708) 343-7670,1990-05-09,Meat Processing,5th Avenue Provisions; The 5th Avenue Hamburger Factory
M40246,Loretto Butcher Shop,600 Spencer Hamilton Rd.,Loretto,KY,40037,(270) 865-3676,2010-05-10,"Meat Processing, Meat Slaughter",
M33916+P33916,Loris Cold Storage and Retail,2371 Main Street,Loris,SC,29569,(843) 756-1741,2013-11-06,"Meat Processing, Meat Slaughter",
M38560+P38560,Los 7 Hermanos Corporation,6225 Southwest Freeway,Houston,TX,77074,(713) 723-7822,2014-02-06,Meat Processing,Chorizo Los 7 Michoacanos; Sausage of the 7 People of Michoacan
M17967+P17967,Los Altos Beef Inc.,1100 Olympic Blvd,Montebello,CA,90640,(323) 726-9714,2013-02-20,"Meat Processing, Poultry Processing",
M6070+P6070,Los Angeles Poultry,4816 Long Beach Avenue,Los Angeles,CA,90058,(213) 232-1619,1996-06-10,Poultry Processing,DeeDee's Poultry; Preferred Poultry; Sauschick
M400,Los Banos Abattoir,21104 W Hwy 152,Los Banos,CA,93635,(209) 826-2212,1990-04-26,"Meat Processing, Meat Slaughter",
M5447+P20142,Los Galleguitos,147 48th Street,Union City,NJ,7087,(201) 865-4658,2006-05-16,"Meat Processing, Poultry Processing",
M32076+P32076,Los Olivos,105 Bi-Country Blvd.,Farmingdale,NY,11735,(516) 932-5756,2006-12-06,"Meat Processing, Poultry Processing",
M38432+P38432,Los Pasteles de La Abuela,Barrio Puerto Jobos C-73,Guayama,PR,784,(787) 596-7027,2015-04-03,"Meat Processing, Poultry Processing",Productos de la Abuela
M1792,Los Tres Cochinitos,3917 Union Pacific Ave,Los Angeles,CA,90023,(213) 265-4205,1985-02-25,Meat Processing,
M11202+P11202,Los Vinaleros Catering,233 W 28th St,Hialeah,FL,33010,(305) 885-0231,2006-04-28,"Meat Processing, Poultry Processing",
M18535+P18535,Lost River Meats,410 Pine Street,Mackay,ID,83251,(208) 940-0622,2016-05-11,"Meat Processing, Poultry Processing",
M5910+P5910,Louie Chiu Slaughter House,19 Second Street,Stewartsville,NJ,8886,(908) 859-6635,2012-10-17,"Meat Processing, Meat Slaughter, Poultry Processing",
M10165,Louie's Wholesale Meats,2040 Cass Road,Traverse City,MI,49684,(616) 946-4811,1997-03-31,Meat Processing,Louie's Meat's
M19224+P19224,"Louis Spagnoli, Inc.",355 Food Center Drive Building B-22,Bronx,NY,10474,(718) 991-3099,2002-04-26,"Meat Processing, Poultry Processing",
M2318+P2318+V2318,"Louisa Food Products, Inc.",1918 Switzer Avenue,St Louis,MO,63136,(314) 868-3000,1990-04-10,"Meat Processing, Poultry Processing",
M44768+P44768+V44768A,Louisville Processing & Cold Storage,8001 Cane Run Road,Louisville,KY,40258,(502) 933-8824,2012-01-23,"Animal Foods Inspection, Certification - Export, Certification - Trichinae, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",
M13492+P13492,"Lovera Gro., Inc.",95 West 6th Street,Krebs,OK,74554,(918) 423-2842,2016-05-27,"Meat Processing, Poultry Processing",
M828+P966,Lower Foods INC.,700 South 200 West,Richmond,UT,84333,(435) 258-2449,2011-09-07,"Meat Processing, Poultry Processing",Bridgerland Premuim Meats; Carne Azteca; Cascade Gold Premuim Meats; Copper Creek Farms; Cougar Canyon Ranch; Double L Ranch Meats; High Creek Farms; Lower Minute Meals; Richmond Premium Meats; Rockin L Smoky BBQ Company; Western Pride
M21547+P21547,"LPB, Inc.",220 West 1st Street,Earlham,IA,50072,(515) 758-9545,2004-11-15,"Meat Processing, Poultry Processing",
M27300,"LRN Processors, Inc.",130 N Santa Fe Grade Rd.,Newman ,CA,95360,(209) 862-0140,2013-12-16,"Meat Processing, Meat Slaughter",
M19682+P19682,LSG Sky Chefs,8680 Bear Road,Orlando,FL,32827,(407) 851-7590,2012-02-22,"Meat Processing, Poultry Processing",LSG Sky Foods
M40331+P40331,LSG Sky Chefs,27550 E. 75th Ave.,Denver,CO,80249,(720) 325-1000,2014-12-29,"Meat Processing, Poultry Processing",LSG Sky Chefs; LSG Sky Foods
M45707+P45707,LSG Sky Chefs,2990 Airway Avenue Unit B,Costa Mesa,CA,92626,(714) 546-6867,2015-11-09,"Meat Processing, Poultry Processing",
M45710+P45710,LSG Sky Chefs,1449 S. 23rd Street,Phoenix,AZ,85034,(602) 267-1975,2015-11-09,"Meat Processing, Poultry Processing",
M279A+P19254A,"LSI, Inc.",39210 221st Street,Alpena,SD,57312,(605) 849-8800,2016-04-12,"Meat Processing, Poultry Processing",Jack Link's Beef Jerky; Lorrisa's Kitchen; World Kitchen
M279+P19254,"LSI, Inc.",720 Main Street,Alpena,SD,57312,(605) 849-8800,2016-04-08,"Meat Processing, Poultry Processing",Jack Link's Beef Jerky; Lorrisa's Kitchen; World Kitchen
M40337+P40337,LTF Food Products,3739 Madeline Drive,San Jose,CA,95127,(408) 687-5334,2011-09-26,"Meat Processing, Poultry Processing",Lucy's Tamale Factory
M20321+V20321,Luce's Maine Grown Meats,366 Embden Pond Road,North Anson,ME,4958,(207) 635-2817,2004-04-20,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M4876+P4876,Luck Nabeshima,1514 W. Olympic Blvd,Montebello,CA,90640,(213) 728-7164,1993-04-07,"Meat Processing, Poultry Processing",
M18174+P18174,Lucksen Trading Co.,"119 W. Live Oak Ave., #C",Arcardia,CA,91007,(626) 462-0063,1998-09-30,"Meat Processing, Poultry Processing",KMB Goods
I28,Luen Fung Enterprises,P.O. Box 6699,Harmon,GU,96931,(671) 646-7072,2002-05-07,Imported Product,
V32188,Luen Fung Enterprises,Harmon Industrial Park,Harmon,GU,96931,(671) 646-7072,2005-05-10,Certification - Export,
M15856+P15856,"Luige's Frozen Pizza, Inc.",W3830 Hwy K,Belgium,WI,53004,(920) 994-4884,2008-10-29,"Meat Processing, Poultry Processing",
M40028+P40028,Luigi and Raffaele's Catering LLC,5548 Salt River Rd,St. Peters,MO,63376,(636) 970-0044,2010-06-14,Meat Processing,"Luigi and Raffaele's Grocery/Fundraising LCC; Luigi and Raffaele's Pizza, Pasta & Catering, LLC"
M5788+P5788+V5788,Lumley Locker,109 Liberty Street,La Belle,MO,63447,(660) 213-3373,2004-03-09,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M5275+P5275,Lupo's Quality Deli,1219 Campville Road,Endicott,NY,13760,(607) 785-7760,2001-11-20,"Meat Processing, Poultry Processing","Sam A. Lupo & Sons, Inc."
M13214+P13214,Luther's Smokehouse,102 6th Street,LeRoy,KS,66857,(620) 964-2222,2000-12-18,"Meat Processing, Poultry Processing",
M34150+P34150,"Luvo USA, LLC",2095 Hammond Dr.,Schaumburg,IL,60173,(847) 485-8595,2016-11-07,"Meat Processing, Poultry Processing",
V19178,Luxfer Magtech Inc.,2940 Highland Avenue Unit 210,Cincinnati,OH,45212,(513) 772-3066,2014-10-17,"Certification - Export, Identification - Meat, Identification - Poultry",Heater Meals Inc.; Zestotherm
M19717+P19717+V19717,Lynch BBQ Company,2486 171st Ave,Decorah,IA,52101,(563) 382-4420,1999-12-06,"Certification - Export, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",
M2802,Lynn Beef Inc.,700 Monterey Pass Rd,Monterey Park,CA,91754,(213) 264-2825,1997-01-22,Meat Processing,Monterey Meat Co.
M31980+P31980,"M & C Unico, Inc.",2041 Hawkins Circle,Los Angeles,CA,90001,(323) 589-4518,2006-06-09,Meat Processing,Tacos El Unico
M8461,M & G Meats,2020 Sykesville Rd.,Westminster,MD,21157,(443) 375-7138,2014-09-29,"Meat Processing, Meat Slaughter",
M2946+P2946,M & M Packing,1600 Old St. Marys Rd.,Perryville,MO,63775,(573) 547-4575,2012-09-11,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",D & B Packing; M & M Meats
V34079,M & W Distribution Services,1785 Westgate Parkway,Atlanta,GA,30336,(404) 344-7187,2006-06-22,"Certification - Export, Identification - Meat, Identification - Poultry",
M21284+P21284,M G Trading Company,1 Village Square,Clifton,NJ,7011,(973) 772-7588,2008-09-28,"Meat Processing, Poultry Processing",DBA Best Flavor
M9805+P9805,M. Buono Beef Co,3650 S 3rd Street,Philadelphia,PA,19148,(215) 463-3600,1993-11-07,"Meat Processing, Poultry Processing",
M46822,M. L. Mitchell & Son Meat Processing,401 Mitchell Street,Walnut Cove,NC,27052,(336) 591-7420,2014-05-29,"Meat Processing, Meat Slaughter",
M1162A+P5890A,"M.C.I. Foods, Inc.",13013 Molette Street,Santa Fe Springs,CA,90670,(310) 635-5664,2009-04-27,"Meat Processing, Poultry Processing",Cabo Primo; Los Cabos Mexican Foods
M1162+P5890,"M.C.I. Foods, Inc.",12835 S. Atlantic Avenue,Compton,CA,90221,(310) 635-5664,2000-02-10,"Meat Processing, Poultry Processing",Cabo Classics; Los Cabos Mexican Foods
M44176,M.D. Stittsworth Co.,722 Paul Bunyan Dr. NW,Bemidji,MN,56601,(218) 751-1320,2016-10-28,Meat Processing,Stittsworth Meats
G1455,M.G. Waldbaum Company,120 Tower Street,Gaylord,MN,55334,(507) 237-4600,2015-01-05,Egg Product,Michael Foods Egg Products Company
G20865,M.G. Waldbaum Company,120 Tower Street,Gaylord,MN,55334,(507) 237-4600,2015-06-30,Egg Product,Michael Foods Egg Products Company
M1127A+P1127A+G1127+V1127,M.G. Waldbaum Company,1009 S. Brooks Street,Lenox,IA,50851,(641) 333-4700,2012-07-18,"Egg Product, Food Inspection, Meat Processing, Poultry Processing",Michael Foods Egg Products Company
M17634+P17634+V17634,M.G. Waldbaum Company,120 Tower Street,Gaylord,MN,55334,(507) 237-4600,2014-03-13,"Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Exotic",Michael Foods Egg Products
V1455,M.G. Waldbaum Company,120 Tower Street South,Gaylord,MN,55334,(507) 237-4600,2014-02-24,Voluntary Processing - Egg Products,
M5335+P629,M.S.N. Corporation,431 Somerville Street,Manchester,NH,3103,(603) 623-3528,2007-05-11,"Meat Processing, Poultry Processing",Budd Foods Inc
M12441,"M&H Kaneshiro Farms, Inc.",Puu Road,Kalaheo,HI,96741,(808) 742-1771,1995-10-23,"Meat Processing, Meat Slaughter",
M18832+P18832,M&P Production LTD,830 39th Street,Brooklyn,NY,11232,(718) 438-5197,2013-08-30,"Meat Processing, Poultry Processing",
M13177A,M&R Creole Enterprise Inc,222 Distribution Dr.,Lafayette,LA,70501,(337) 233-3425,2004-08-12,Meat Processing,
M32133+P32133,"M&S Group, Inc.",1842 Highway 43 North,Pelahatchie,MS,39145,(601) 854-7288,2011-08-04,Poultry Processing,
M7602+P7602+V7602,M&W Beef Packers Inc.,2511 MW Court,Mandan,ND,58554,(701) 663-2333,2005-11-30,"Meat Processing, Poultry Processing, Voluntary Processing - Meat",Dakota Trails Beef Company
M19279+P19279,"Mac's Farms Sausage Co., Inc.",209 Raleigh Rd.,Newton Grove,NC,28366,(910) 594-0095,2016-01-11,Meat Processing,
M34407+P34407,Mac's Meat Inc,1761 W Hadley Ave,Las Cruces,NM,88005,(575) 524-2751,2007-08-07,"Meat Processing, Poultry Processing",
M1557+P9326+V1557,"MacDonald Meat Company, LLC",2709 Airport Way South,Seattle,WA,98134,(206) 623-7993,2006-06-19,"Certification - Export, Certification - Trichinae, Meat Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",
M18867,Macelo Central S.E. Inc.,State Road No. 723 Km. 2.8 Barrio Asomante,Aibonito,PR,705,(787) 735-4525,2015-04-29,"Meat Processing, Meat Slaughter",J.A. Processing
M45417+P45417+V45417,MacFarlane Pheasants Inc.,2821 South US Highway 51,Janesville,WI,53546,(608) 757-7881,2014-09-29,"Certification - Export, Identification - Poultry, Voluntary Processing - Poultry",
M6551,"Mack's Liver Mush, Inc.",6126 McKee Road,Shelby,NC,28150,(704) 434-6188,1999-04-20,Meat Processing,
M20211+P20211+V20211,"Macmillan-Piper, Inc.",150 S. Horton Street,Seattle,WA,98134,(253) 627-3767,2008-10-28,,
M20210+P20210+V20210,"Macmillian-Piper, Inc.",1762 6th Ave. S.,Seattle,WA,98134,(206) 340-2850,2008-08-28,,
M6935+P6935,"Macomb Smoked Meats, LLC",51221 Industrial Drive,Macomb,MI,48042,(313) 842-2375,2012-02-21,"Meat Processing, Poultry Processing",
M7293,Macs Snacks Inc.Subsidiary of Evan's Food Group,615 North Great Southwest Parkway,Arlington,TX,76011,(817) 640-5626,2016-05-05,Meat Processing,
M18994+P18994,Macsei Industries Corp.,1784 E Vernon Ave.,Los Angeles,CA,90058,(213) 231-6111,2001-12-05,"Meat Processing, Poultry Processing",
M18636+P18636,Mad Butcher Meat Co. Inc.,6480 Florin Perkins Rd.,Sacramento,CA,95828,(916) 383-4943,2005-12-29,"Meat Processing, Poultry Processing",
M44798+P44798,Mad River Food Hub,151-1 Mad River Canoe Road,Waitsfield,VT,5673,(802) 496-3100,2015-03-18,"Meat Processing, Poultry Processing",
M46875+P46875,"Madison County Pot Pie, LLC",133 South Main Unit 101,Marshall,NC,28753,(828) 545-0664,2015-08-17,"Meat Processing, Poultry Processing",
M13096+P13096,"Magic Seasoning Blends, Inc.",9830 Hwy 10,Palmetto,LA,71358,(337) 623-4297,2011-02-15,"Meat Processing, Poultry Processing",
M2157+P2157+V2157,Magnolia Beef Company,1070 Magnolia Avenue,Elizabeth,NJ,7201,(908) 352-9412,2008-08-27,"Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing, Voluntary Processing - Poultry",
M46894+P46894,MAGNOLIA BEEF HOLDINGS LLC,137 INDUSTRIAL AVENUE,HASBROOK HEIGHTS,NJ,7604,(201) 426-0750,2016-02-16,"Meat Processing, Poultry Processing",
M45859+P45859,Magnolia Foods LLC,11058 Philadelphia Avenue,Mira Loma,CA,91752,(951) 703-4980,2016-09-20,"Meat Processing, Poultry Processing",
M45782,Magnolia Processing Inc,5255 Hwy 4,Tunica,MS,38676,(662) 363-3600,2016-01-26,"Meat Processing, Meat Slaughter",Pride of The Pond
M8091+P8091,Magnolia Provision Company Inc,2013 Dutch Provision Comapny Inc,Knoxville,TN,37918,(865) 546-7702,2011-07-07,"Meat Processing, Poultry Processing",Smoky Mountain Beef Jerky
M34517+P34517,Magnum Trading Inc.,5638 Swift Road,Sarasota,FL,34231,(941) 927-1421,2007-10-31,"Meat Processing, Poultry Processing",4 & 20 Pasty Company
M77B+P77B,"Maid Rite Specialty Foods, LLC",307 Montdale Road,Scott Township,PA,18414,(570) 563-8235,2016-04-28,"Meat Processing, Poultry Processing",
M118+P118,"Maid-Rite Specialty Foods, LLC",107 Keystone Industrial Park,Dunmore,PA,18512,(570) 343-4748,2014-03-26,"Meat Processing, Poultry Processing",
M77A+P77A,"Maid-Rite Specialty Foods, LLC",151 Cedar Avenue,Scranton,PA,18505,(570) 346-3572,2014-03-26,"Meat Processing, Poultry Processing",
M77+P77,"Maid-Rite Specialty Foods, LLC",105 Keystone Industrial Park,Dunmore,PA,18512,(570) 343-4748,2014-03-26,"Meat Processing, Poultry Processing",
M12442+P12442,Maili Pasteles,1013A N. King St.,Honolulu,HI,96817,(808) 848-7700,2014-12-12,"Meat Processing, Poultry Processing",
M5652+P5652,Main Street Market,306 Main Street,Humphrey,NE,68642,(402) 923-1010,1994-08-01,"Meat Processing, Meat Slaughter, Poultry Processing",City Meat Market
M19916+P8117,Main Street Quality Meats,2685 South Main,Salt Lake City,UT,84115,(801) 484-5295,2003-05-05,"Meat Processing, Poultry Processing",
M17554+P17554,Main Street Wholesale Meats,210 Main Street,Farmingdale,NY,11735,(516) 249-8200,1989-10-05,"Meat Processing, Poultry Processing",
M19915+P19915,"Majestic Meat, Inc.",115 West 1700 South,Salt Lake City,UT,84115,(801) 486-4904,2001-08-22,"Meat Processing, Poultry Processing",
M20156+P20156,Majesty Foods,2740 West 81st Street,Hialeah,FL,33016,(305) 817-1888,2010-06-08,"Meat Processing, Poultry Processing",Latin Delights; Patty King
