NAME,STUSAB,SUMLEV,REGION,DIVISION,STATE,COUNTY,AREALAND,AREAWATR,POP100,HU100,INTPTLAT,INTPTLON,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010047,P0010063,P0010070,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020028,P0020049,P0020065,P0020072,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030026,P0030047,P0030063,P0030070,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040028,P0040049,P0040065,P0040072,H0010001,H0010002,H0010003
Atlantic County,NJ,050,1,2,34,001,1439267859,300755451,274549,126647,+39.4693540,-074.6337584,274549,265659,179566,44138,1050,20595,92,20218,8890,8216,2155,731,1197,48,2007,390,197,56,639,184,1,102,52,399,58,614,47,10,3,274549,46241,228308,223183,160871,40882,488,20419,60,463,5125,4735,357,28,5,0,210661,205848,144047,31780,721,15507,65,13728,4813,4434,342,27,7,3,210661,30442,180219,177481,131471,29928,360,15407,47,268,2738,2500,217,17,4,0,126647,102847,23800
Bergen County,NJ,050,1,2,34,003,603490137,35385294,905116,352388,+40.9590904,-074.0745218,905116,882406,650703,52473,2061,131329,229,45611,22710,21359,3440,1019,5914,180,5912,509,573,95,1083,300,6,350,409,1375,194,1224,107,14,6,905116,145281,759835,747004,566053,46850,869,130491,173,2568,12831,12177,591,56,7,0,700711,687119,512021,39865,1410,100564,182,33077,13592,12785,725,63,13,6,700711,104506,596205,588947,450437,36048,590,100038,145,1689,7258,6869,347,35,7,0,352388,335730,16658
Burlington County,NJ,050,1,2,34,005,2068303255,55068519,448734,175615,+39.8757858,-074.6630063,448734,435639,331342,74505,985,19395,219,9193,13095,11768,4170,1153,2172,101,1293,902,568,63,708,117,6,49,71,347,48,1206,106,15,0,448734,28831,419903,409781,317021,71247,656,19193,193,1471,10122,9135,895,78,14,0,344491,337746,260060,55473,748,14463,162,6840,6745,6101,596,43,5,0,344491,19525,324966,319638,250151,53451,513,14343,149,1031,5328,4832,457,35,4,0,175615,166318,9297
Camden County,NJ,050,1,2,34,007,573067842,15616906,513657,204943,+39.8023521,-074.9612508,513657,500214,335389,100441,1608,26257,165,36354,13443,12239,3837,927,1865,77,2046,855,421,57,1281,108,9,179,91,367,119,1111,78,14,1,513657,73124,440533,432149,309648,94762,859,26043,106,731,8384,7657,684,33,10,0,388540,381686,265186,71021,1155,19712,121,24491,6854,6183,622,36,12,1,388540,47518,341022,336772,248010,68018,639,19581,83,441,4250,3819,406,16,9,0,204943,190980,13963
Cape May County,NJ,050,1,2,34,009,651187425,955684066,97265,98309,+39.0861425,-074.8477158,97265,95408,87369,4565,205,834,36,2399,1857,1725,714,298,215,26,267,58,19,0,80,9,0,8,8,10,13,125,4,3,0,97265,6054,91211,89844,84522,4244,143,818,32,85,1367,1274,91,2,0,0,78916,78096,72149,3454,160,630,28,1675,820,758,58,3,1,0,78916,3961,74955,74349,70269,3279,115,619,26,41,606,558,46,2,0,0,98309,40812,57497
Cumberland County,NJ,050,1,2,34,011,1252784157,502245900,156898,55834,+39.3283874,-075.1216435,156898,151375,98430,31741,1746,1907,59,17492,5523,5104,1475,526,317,38,1352,593,77,34,457,35,4,82,7,71,36,376,28,6,9,156898,42457,114441,111510,78931,29376,1102,1854,31,216,2931,2666,250,15,0,0,119193,116270,78354,23525,1312,1451,40,11588,2923,2683,213,19,3,5,119193,27831,91362,89829,65143,22215,895,1415,19,142,1533,1371,152,10,0,0,55834,51931,3903
Essex County,NJ,050,1,2,34,013,326888224,8854094,783969,312954,+40.7872165,-074.2461362,783969,759165,333868,320479,3056,35789,286,65687,24804,22997,4452,705,2833,112,7423,1516,830,512,2746,126,14,473,99,775,381,1686,102,18,1,783969,159117,624852,611634,260177,308358,1509,35292,177,6121,13218,12197,952,58,10,1,589051,573087,260558,235090,2161,27628,226,47424,15964,14750,1138,62,13,1,589051,113312,475739,467512,206921,227440,1091,27293,148,4619,8227,7522,659,36,9,1,312954,283712,29242
Gloucester County,NJ,050,1,2,34,015,833989655,39296178,288288,109796,+39.7210193,-075.1437077,288288,282156,240890,29006,501,7609,95,4055,6132,5619,2200,697,1030,67,668,376,138,24,237,9,3,19,25,95,31,462,50,1,0,288288,13712,274576,269868,233695,27906,361,7534,62,310,4708,4347,334,27,0,0,218027,215341,185852,20706,376,5534,71,2802,2686,2462,202,21,1,0,218027,8555,209472,207349,181249,20114,278,5488,46,174,2123,1946,164,13,0,0,109796,104271,5525
Hudson County,NJ,050,1,2,34,017,119634159,41755598,634266,270335,+40.7313837,-074.0786266,634266,606439,342792,83925,4081,84924,344,90373,27827,26162,4301,880,2999,191,9995,662,571,195,2339,483,16,804,209,2083,434,1521,110,32,2,634266,267853,366413,356012,195510,71315,935,83825,176,4251,10401,9774,562,51,12,2,503104,483872,281019,62588,2960,70633,256,66416,19232,18062,1057,87,24,2,503104,200642,302462,295512,168189,53637,606,69894,136,3050,6950,6500,398,43,7,2,270335,246437,23898
Hunterdon County,NJ,050,1,2,34,019,1108046234,24910908,128349,49487,+40.5652832,-074.9119695,128349,126670,117264,3451,167,4181,37,1570,1679,1554,299,256,588,15,196,27,29,9,21,22,2,10,14,56,10,109,5,11,0,128349,6722,121627,120285,112607,3233,97,4155,27,166,1342,1247,82,2,11,0,98132,97323,90079,2897,115,3056,28,1148,809,745,55,3,6,0,98132,4771,93361,92737,86790,2717,69,3039,20,102,624,574,43,1,6,0,49487,47169,2318
Mercer County,NJ,050,1,2,34,021,581601212,11217700,366513,143169,+40.2825027,-074.7037240,366513,356426,225011,74318,1194,32752,295,22856,10087,9363,2089,519,1903,63,2336,464,314,151,614,80,13,176,151,386,104,651,63,9,1,366513,55318,311195,305143,199909,71378,535,32545,146,630,6052,5574,431,39,8,0,283531,277625,181617,54568,877,24001,229,16333,5906,5469,395,32,9,1,283531,38813,244718,241352,163810,52811,389,23858,122,362,3366,3065,272,21,8,0,143169,133155,10014
Middlesex County,NJ,050,1,2,34,023,800083087,36034482,809858,294800,+40.4395925,-074.4075852,809858,785941,474589,78462,2777,173293,251,56569,23917,22389,4037,1073,4068,132,5406,601,603,94,1379,869,16,318,222,3249,322,1376,139,12,1,809858,148975,660883,646884,398724,71557,1193,172534,156,2720,13999,13276,652,66,4,1,624401,609894,382398,57876,1741,128101,190,39588,14507,13542,875,83,7,0,624401,103155,521246,512741,329104,53383,658,127602,125,1869,8505,8011,447,43,4,0,294800,281186,13614
Monmouth County,NJ,050,1,2,34,025,1214167244,509002211,630380,258410,+40.2870560,-074.1524457,630380,618026,520716,46443,1211,31258,211,18187,12354,11416,3001,1123,2894,111,2226,464,299,72,443,90,9,111,108,415,50,854,79,5,0,630380,60939,569441,560902,483435,43931,616,31018,172,1730,8539,7913,565,57,4,0,480081,473545,402353,34136,902,23258,155,12741,6536,5988,504,40,4,0,480081,41337,438744,434329,376821,32587,472,23096,126,1227,4415,4029,352,31,3,0,258410,233983,24427
Morris County,NJ,050,1,2,34,027,1191852367,55550237,492276,189842,+40.8585805,-074.5474268,492276,481933,406683,15360,805,44069,106,14910,10343,9821,2000,794,3257,59,2109,159,172,27,266,127,1,85,105,632,28,474,32,8,8,492276,56482,435794,428792,369551,14134,369,43862,70,806,7002,6676,298,22,5,1,374581,369101,312615,11745,590,32882,82,11187,5480,5185,268,15,5,7,374581,40669,333912,330526,286126,10854,268,32741,59,478,3386,3207,166,11,2,0,189842,180534,9308
Ocean County,NJ,050,1,2,34,029,1628534966,742342470,576567,278052,+39.8658498,-074.2630272,576567,568082,524577,18164,966,10081,129,14165,8485,7908,2174,1281,1561,112,1803,193,137,38,265,26,4,77,53,149,35,523,34,19,1,576567,47783,528784,523145,495534,16583,454,9924,92,558,5639,5293,316,15,14,1,441648,437256,406479,12830,724,7659,95,9469,4392,4078,282,15,16,1,441648,31236,410412,407524,387283,11907,369,7564,72,329,2888,2683,185,6,13,1,278052,221111,56941
Passaic County,NJ,050,1,2,34,031,478093122,32407089,501226,175966,+41.0337634,-074.3003075,501226,482627,314001,64295,3348,25092,156,75735,18599,17526,3184,888,2388,111,6590,455,200,97,1536,168,14,679,78,774,364,1020,47,6,0,501226,185677,315549,309370,227144,55480,769,24556,53,1368,6179,5794,375,7,3,0,376613,364375,243560,47027,2311,18984,121,52372,12238,11531,678,25,4,0,376613,128930,247683,243780,182502,41212,549,18645,44,828,3903,3643,252,5,3,0,175966,166785,9181
Salem County,NJ,050,1,2,34,033,859613601,104713321,66083,27417,+39.5738282,-075.3573559,66083,64618,52757,9309,240,557,10,1745,1465,1398,626,219,135,24,145,108,15,1,94,1,0,14,2,9,5,66,1,0,0,66083,4507,61576,60468,50736,8940,187,548,10,47,1108,1054,53,1,0,0,50573,49900,41524,6609,180,429,8,1150,673,642,30,1,0,0,50573,2769,47804,47281,40243,6437,143,424,8,26,523,497,25,1,0,0,27417,25290,2127
Somerset County,NJ,050,1,2,34,035,781692692,7883404,323444,123127,+40.5655218,-074.6199300,323444,315211,226608,28943,556,45650,94,13360,8233,7675,1486,411,2310,32,1768,213,188,34,291,107,3,68,59,652,53,504,44,6,4,323444,42091,281353,275945,201849,27480,285,45473,72,786,5408,5046,344,15,3,0,242609,238395,174800,20959,374,32814,65,9383,4214,3920,264,22,5,3,242609,29131,213478,210946,157519,20037,179,32701,54,456,2532,2334,189,6,3,0,123127,117759,5368
Sussex County,NJ,050,1,2,34,037,1344239274,43327484,149265,62057,+41.1374239,-074.6918545,149265,146876,139504,2677,234,2642,36,1783,2389,2211,535,464,625,27,357,29,24,3,58,8,0,16,15,42,8,171,6,1,0,149265,9617,139648,137877,132484,2448,147,2605,29,164,1771,1647,123,1,0,0,113492,112339,106988,1883,184,1991,27,1266,1153,1074,77,2,0,0,113492,6343,107149,106323,102360,1751,118,1971,22,101,826,769,57,0,0,0,62057,54752,7305
Union County,NJ,050,1,2,34,039,266393116,6595128,536499,199489,+40.6598707,-074.3086957,536499,519943,329052,118313,2080,24839,163,45496,16556,15491,2797,688,2075,98,5963,697,403,257,1175,89,9,418,96,573,153,990,63,10,2,536499,146704,389795,382445,243312,111705,546,24496,107,2279,7350,6821,485,38,4,2,405241,394868,254784,86822,1515,18905,132,32710,10373,9683,643,38,7,2,405241,105722,299519,295372,192241,82444,401,18687,94,1505,4147,3804,314,23,4,2,199489,188118,11371
Warren County,NJ,050,1,2,34,041,924412063,15383769,108692,44925,+40.8535238,-075.0095421,108692,106777,98137,3818,155,2673,30,1964,1915,1820,539,313,357,21,324,41,36,11,65,5,0,11,0,76,21,90,4,1,0,108692,7659,101033,99665,93165,3592,107,2642,19,140,1368,1308,59,1,0,0,83084,82181,76171,2617,118,1911,25,1339,903,857,45,0,1,0,83084,4975,78109,77481,72927,2486,82,1888,18,80,628,599,29,0,0,0,44925,41480,3445
Bernalillo County,NM,050,4,8,35,001,3006530549,16471335,662564,284234,+35.0540019,-106.6690645,662564,633123,459660,19652,31744,15525,695,105847,29441,27525,3238,5151,3854,289,10372,892,279,65,959,182,62,1211,203,587,181,1757,145,11,3,662564,317089,345475,333963,274862,16293,26258,14631,469,1450,11512,10705,725,71,9,2,503434,486256,362850,14478,22761,12161,533,73473,17178,16222,881,63,10,2,503434,218537,284897,278097,232962,12754,19366,11584,391,1040,6800,6320,434,37,8,1,284234,266000,18234
Catron County,NM,050,4,8,35,003,17932273698,14194494,3725,3289,+33.9018135,-108.3920974,3725,3608,3344,16,99,7,0,142,117,113,0,77,4,0,25,3,0,1,0,0,0,2,0,1,0,4,0,0,0,3725,709,3016,2949,2832,15,87,5,0,10,67,65,2,0,0,0,3135,3055,2848,13,72,5,0,117,80,77,3,0,0,0,3135,547,2588,2536,2452,13,61,3,0,7,52,50,2,0,0,0,3289,1787,1502
Chaves County,NM,050,4,8,35,005,15708988921,25507475,65645,26697,+33.3616045,-104.4698374,65645,63520,46518,1323,814,414,52,14399,2125,2035,203,378,150,23,984,17,10,2,88,10,2,70,4,54,40,85,4,1,0,65645,34139,31506,30860,28801,1079,458,373,29,120,646,618,28,0,0,0,47262,46046,34792,943,628,312,40,9331,1216,1171,42,2,1,0,47262,21790,25472,25082,23473,832,376,286,26,89,390,372,18,0,0,0,26697,23691,3006
Cibola County,NM,050,4,8,35,006,11757199036,5829909,27213,11101,+34.9320500,-108.0002545,27213,26362,11386,275,11156,149,26,3370,851,809,35,275,20,3,293,40,0,0,10,22,8,96,3,2,2,40,2,0,0,27213,9934,17279,16934,5857,221,10680,136,19,21,345,329,16,0,0,0,20379,19915,9477,212,7683,104,19,2420,464,439,25,0,0,0,20379,7428,12951,12752,5026,179,7421,97,14,15,199,190,9,0,0,0,11101,8860,2241
Colfax County,NM,050,4,8,35,007,9733329419,26318644,13750,10023,+36.6129625,-104.6401256,13750,13256,11522,64,202,49,7,1412,494,470,13,160,28,6,218,2,0,0,10,0,0,25,0,2,6,18,0,6,0,13750,6488,7262,7106,6863,39,130,48,6,20,156,151,5,0,0,0,10911,10576,9239,50,164,38,7,1078,335,327,5,0,3,0,10911,4774,6137,6025,5826,33,106,38,6,16,112,109,3,0,0,0,10023,6011,4012
Curry County,NM,050,4,8,35,009,3638407189,8174297,48376,20062,+34.5729841,-103.3460546,48376,46370,33728,3055,566,625,52,8344,2006,1866,344,287,244,25,642,32,45,8,114,5,0,68,12,35,5,126,12,2,0,48376,19117,29259,28278,24545,2774,288,574,28,69,981,892,81,6,2,0,34659,33656,25176,2073,420,519,37,5431,1003,951,43,7,2,0,34659,12016,22643,22147,19415,1964,222,480,25,41,496,462,28,4,2,0,20062,18015,2047
De Baca County,NM,050,4,8,35,011,6015566556,29159790,2022,1344,+34.3514285,-104.4015274,2022,1943,1766,3,13,1,0,160,79,75,3,47,1,2,16,0,0,0,0,0,0,4,0,2,0,1,0,3,0,2022,779,1243,1211,1200,2,9,0,0,0,32,32,0,0,0,0,1571,1515,1386,1,12,0,0,116,56,53,0,0,3,0,1571,548,1023,998,990,0,8,0,0,0,25,25,0,0,0,0,1344,912,432
Doña Ana County,NM,050,4,8,35,013,9861408558,17789635,209233,81492,+32.3509119,-106.8321821,209233,202889,154989,3656,3147,2227,185,38685,6344,5972,692,1073,627,77,2644,61,48,8,214,24,6,269,37,144,48,342,27,3,0,209233,137514,71719,69824,62992,2825,1521,2029,128,329,1895,1755,131,7,2,0,153375,149370,116696,2659,2325,1828,153,25709,4005,3785,205,13,2,0,153375,92699,60676,59409,53922,2234,1209,1703,112,229,1267,1173,88,5,1,0,81492,75532,5960
Eddy County,NM,050,4,8,35,015,10815079253,56452500,53829,22585,+32.4578575,-104.3064708,53829,52227,41667,743,810,356,22,8629,1602,1531,162,326,83,20,740,15,1,0,59,2,4,80,8,21,10,65,4,2,0,53829,23731,30098,29543,28111,589,439,325,16,63,555,529,24,2,0,0,39794,38917,31621,531,590,273,21,5881,877,845,26,4,2,0,39794,15777,24017,23679,22574,460,339,254,16,36,338,325,11,2,0,0,22585,20411,2174
Grant County,NM,050,4,8,35,017,10260561575,15349532,29514,14693,+32.7320870,-108.3815043,29514,28695,25058,255,400,123,22,2837,819,766,58,337,60,7,249,2,1,0,5,3,0,26,2,10,6,52,1,0,0,29514,14252,15262,14959,14356,185,215,109,22,72,303,280,23,0,0,0,23041,22471,19800,182,321,98,19,2051,570,535,34,1,0,0,23041,10030,13011,12782,12300,145,183,92,19,43,229,213,16,0,0,0,14693,12586,2107
Guadalupe County,NM,050,4,8,35,019,7848912419,2887727,4687,2393,+34.8697822,-104.7849677,4687,4533,3298,79,90,62,0,1004,154,148,5,14,6,0,98,1,0,0,1,14,0,8,0,1,0,5,0,1,0,4687,3730,957,927,753,66,46,58,0,4,30,29,0,0,1,0,3666,3549,2611,74,80,46,0,738,117,114,2,0,1,0,3666,2816,850,825,668,66,43,45,0,3,25,24,0,0,1,0,2393,1766,627
Harding County,NM,050,4,8,35,021,5504869120,1154341,695,526,+35.8631519,-103.8299311,695,685,604,2,8,0,0,71,10,10,2,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,695,299,396,395,391,2,2,0,0,0,1,1,0,0,0,0,603,594,525,2,7,0,0,60,9,9,0,0,0,0,603,253,350,349,346,2,1,0,0,0,1,1,0,0,0,0,526,349,177
Hidalgo County,NM,050,4,8,35,023,8901429611,23652107,4894,2393,+31.8996575,-108.7457292,4894,4808,4177,29,41,23,2,536,86,83,7,22,12,4,33,0,0,0,2,0,0,1,0,1,1,3,0,0,0,4894,2769,2125,2088,2025,17,16,23,2,5,37,37,0,0,0,0,3632,3575,3122,14,32,19,2,386,57,56,1,0,0,0,3632,1938,1694,1668,1624,8,12,19,2,3,26,26,0,0,0,0,2393,1936,457
Lea County,NM,050,4,8,35,025,11372460346,8468799,64727,24919,+32.7956865,-103.4132707,64727,63076,48539,2641,770,326,36,10764,1651,1597,301,310,33,16,747,26,3,4,66,3,5,45,7,26,5,49,5,0,0,64727,33063,31664,31083,27845,2399,468,302,18,51,581,561,19,1,0,0,45699,44810,35146,1889,558,255,30,6932,889,854,33,2,0,0,45699,20669,25030,24734,22298,1780,365,244,16,31,296,285,10,1,0,0,24919,22236,2683
Lincoln County,NM,050,4,8,35,027,12512467751,564272,20497,17519,+33.7409407,-105.4490834,20497,19989,17439,96,489,75,10,1880,508,490,32,147,27,3,212,7,1,4,14,2,2,14,2,5,18,12,6,0,0,20497,6110,14387,14177,13600,74,407,67,5,24,210,203,1,6,0,0,16609,16311,14519,66,316,64,7,1339,298,293,5,0,0,0,16609,4180,12429,12291,11882,55,276,56,5,17,138,137,1,0,0,0,17519,9219,8300
Los Alamos County,NM,050,4,8,35,028,282740301,229940,17950,8354,+35.8700469,-106.3079679,17950,17483,15765,102,142,1071,10,393,467,444,49,119,153,8,82,4,6,0,2,1,0,7,3,7,3,22,1,0,0,17950,2646,15304,14996,13689,97,111,1060,8,31,308,290,17,1,0,0,13602,13394,12140,77,106,775,9,287,208,193,15,0,0,0,13602,1721,11881,11737,10778,74,87,769,7,22,144,131,13,0,0,0,8354,7663,691
Luna County,NM,050,4,8,35,029,7679802477,431981,25095,10999,+32.1844822,-107.7466387,25095,24430,19511,288,317,119,19,4176,665,633,53,139,31,5,324,13,1,0,5,5,0,21,0,22,14,31,0,1,0,25095,15423,9672,9477,8997,189,144,112,2,33,195,183,11,0,1,0,18450,18012,14701,206,224,100,14,2767,438,421,16,0,1,0,18450,10079,8371,8231,7843,159,114,94,2,19,140,129,10,0,1,0,10999,9593,1406
McKinley County,NM,050,4,8,35,031,14114940579,14160591,71492,25813,+35.5737323,-108.2553073,71492,69295,10834,360,53988,568,23,3522,2197,2088,56,955,54,5,310,253,2,1,12,56,23,326,8,22,5,106,2,1,0,71492,9473,62019,60713,7384,317,52402,542,17,51,1306,1245,61,0,0,0,49119,48194,8670,281,36263,439,14,2527,925,886,37,1,1,0,49119,6103,43016,42457,6229,259,35503,425,9,32,559,536,23,0,0,0,25813,21968,3845
Mora County,NM,050,4,8,35,033,5001977314,6079125,4881,3232,+35.9828413,-104.9218975,4881,4721,3462,32,64,13,1,1149,160,152,6,26,1,3,86,0,1,0,3,1,0,22,0,3,0,8,0,0,0,4881,3953,928,913,873,10,17,11,1,1,15,14,1,0,0,0,3839,3704,2723,21,53,11,1,895,135,128,7,0,0,0,3839,3014,825,812,778,10,13,9,1,1,13,12,1,0,0,0,3232,2114,1118
Otero County,NM,050,4,8,35,035,17128132348,37018891,63797,30992,+32.5887764,-105.7810785,63797,61128,46352,2251,4271,749,153,7352,2669,2492,392,564,353,67,773,65,50,1,65,13,5,70,24,33,17,153,20,4,0,63797,22026,41771,40426,33716,2048,3737,716,131,78,1345,1256,79,10,0,0,47836,46424,36431,1661,2793,594,97,4848,1412,1344,58,8,2,0,47836,14344,33492,32753,27983,1568,2486,582,86,48,739,706,28,5,0,0,30992,24464,6528
Quay County,NM,050,4,8,35,037,7444529760,18734854,9041,5569,+35.1070184,-103.5480712,9041,8737,7781,103,113,88,4,648,304,288,37,66,22,2,126,1,0,1,3,6,0,14,1,9,0,15,0,0,1,9041,3834,5207,5089,4847,82,69,78,4,9,118,110,8,0,0,0,7073,6881,6160,71,89,62,3,496,192,183,8,0,0,1,7073,2730,4343,4269,4088,61,57,56,3,4,74,70,4,0,0,0,5569,4072,1497
Rio Arriba County,NM,050,4,8,35,039,15179497392,91459754,40246,19638,+36.5096687,-106.6939829,40246,38900,20778,204,6447,170,13,11288,1346,1302,35,271,35,7,677,29,0,0,28,14,2,163,5,16,20,36,8,0,0,40246,28703,11543,11256,5148,103,5651,138,7,209,287,273,11,3,0,0,30333,29428,16329,147,4433,123,10,8386,905,884,17,4,0,0,30333,21238,9095,8897,4628,80,3919,112,5,153,198,189,7,2,0,0,19638,15768,3870
Roosevelt County,NM,050,4,8,35,041,6338816708,18703928,19846,8163,+34.0214569,-103.4827248,19846,19213,15252,364,253,175,5,3164,633,606,78,134,42,3,288,9,3,0,6,1,2,28,0,4,8,26,1,0,0,19846,7913,11933,11684,11022,296,181,161,3,21,249,228,21,0,0,0,14576,14193,11488,263,188,155,4,2095,383,369,13,1,0,0,14576,5073,9503,9343,8799,235,145,147,2,15,160,151,9,0,0,0,8163,7299,864
Sandoval County,NM,050,4,8,35,043,9610539961,13708090,131561,52287,+35.6850734,-106.8826177,131561,126457,89482,2800,16945,1922,169,15139,5104,4711,590,1057,658,101,1568,125,41,2,156,41,16,210,34,97,15,368,23,2,0,131561,46129,85432,83086,62445,2462,16006,1763,135,275,2346,2161,175,9,1,0,96402,93878,68428,1980,11403,1455,115,10497,2524,2349,163,11,1,0,96402,30476,65926,64742,50406,1833,10862,1360,97,184,1184,1088,92,3,1,0,52287,47602,4685
San Juan County,NM,050,4,8,35,045,14278776370,65673845,130044,49341,+36.5116245,-108.3245778,130044,125503,67048,756,47640,484,74,9501,4541,4295,226,1907,221,33,1195,216,1,1,42,58,27,330,10,21,7,237,6,3,0,130044,24776,105268,102818,55254,617,46321,445,64,117,2450,2345,100,3,2,0,92393,90301,50739,512,32299,392,50,6309,2092,2003,83,3,3,0,92393,15238,77155,75990,43376,443,31690,362,42,77,1165,1121,40,2,2,0,49341,44404,4937
San Miguel County,NM,050,4,8,35,047,12213918594,51380222,29393,15595,+35.4768758,-104.8035146,29393,28246,19583,412,508,228,37,7478,1147,1097,49,251,54,8,574,10,9,0,35,2,0,67,4,24,10,49,1,0,0,29393,22583,6810,6595,5781,339,226,175,22,52,215,201,13,1,0,0,22931,22106,15548,335,402,182,34,5605,825,790,34,1,0,0,22931,16983,5948,5789,5080,303,190,145,22,49,159,147,11,1,0,0,15595,11978,3617
Santa Fe County,NM,050,4,8,35,049,4945359181,3774631,144170,71267,+35.5137223,-105.9664409,144170,139035,109800,1239,4486,1672,108,21730,5135,4822,349,1078,480,38,2222,64,24,0,65,30,9,315,19,71,58,257,31,20,5,144170,73015,71155,69472,63291,947,3271,1569,59,335,1683,1534,121,14,12,2,113934,110525,89407,971,3223,1342,79,15503,3409,3213,163,14,16,3,113934,52100,61834,60702,55940,790,2418,1269,44,241,1132,1028,87,6,10,1,71267,61963,9304
Sierra County,NM,050,4,8,35,051,10823447042,148324021,11988,8356,+33.1194790,-107.1881607,11988,11597,10265,49,199,49,3,1032,391,357,9,195,26,3,89,8,0,0,0,0,1,24,1,1,0,28,6,0,0,11988,3352,8636,8444,8205,44,130,49,2,14,192,179,8,5,0,0,10060,9781,8830,36,167,47,3,698,279,260,15,4,0,0,10060,2339,7721,7562,7364,34,109,47,2,6,159,148,8,3,0,0,8356,5917,2439
Socorro County,NM,050,4,8,35,053,17214817782,5360180,17866,8059,+33.9916142,-106.9390026,17866,17363,13424,188,2082,219,8,1442,503,471,31,156,60,5,169,10,3,3,5,0,0,11,1,14,3,32,0,0,0,17866,8664,9202,9005,6711,142,1890,208,4,50,197,183,14,0,0,0,13596,13275,10597,124,1317,179,6,1052,321,297,24,0,0,0,13596,6170,7426,7289,5767,107,1208,173,2,32,137,124,13,0,0,0,8059,7014,1045
Taos County,NM,050,4,8,35,055,5706029510,3385868,32937,20265,+36.5765287,-105.6379865,32937,31338,22639,143,2031,219,10,6296,1599,1489,53,385,74,15,728,18,3,0,14,8,1,147,2,35,6,107,1,2,0,32937,18381,14556,14100,11958,104,1747,201,5,85,456,417,39,0,0,0,26155,25061,18505,114,1505,193,9,4735,1094,1030,63,0,1,0,26155,13605,12550,12245,10565,87,1336,180,5,72,305,282,23,0,0,0,20265,14806,5459
Torrance County,NM,050,4,8,35,057,8663108604,2301144,16383,7798,+34.6346444,-105.8468361,16383,15676,12460,219,383,71,8,2535,707,673,87,175,28,2,274,4,2,0,22,11,2,44,6,2,14,32,2,0,0,16383,6399,9984,9711,9173,172,274,61,7,24,273,266,7,0,0,0,12432,12029,9744,165,298,50,6,1766,403,378,25,0,0,0,12432,4355,8077,7916,7496,139,220,42,5,14,161,157,4,0,0,0,7798,6264,1534
Union County,NM,050,4,8,35,059,9903449966,18468287,4549,2305,+36.4880853,-103.4757229,4549,4443,3718,80,89,23,1,532,106,96,16,30,2,0,38,0,1,0,1,2,0,5,0,1,0,10,0,0,0,4549,1805,2744,2701,2549,74,50,22,1,5,43,40,3,0,0,0,3619,3547,2999,73,75,23,0,377,72,68,4,0,0,0,3619,1371,2248,2215,2073,69,46,22,0,5,33,32,1,0,0,0,2305,1695,610
Valencia County,NM,050,4,8,35,061,2761380350,5489464,76569,30085,+34.7168404,-106.8065821,76569,73520,56027,1071,2915,406,55,13046,3049,2856,202,591,204,32,1441,43,9,2,76,14,0,145,8,61,28,160,24,9,0,76569,44605,31964,31158,27734,839,2117,314,32,122,806,740,57,7,2,0,56387,54599,42373,795,2042,315,32,9042,1788,1669,100,11,8,0,56387,30385,26002,25516,22897,677,1571,261,21,89,486,440,41,3,2,0,30085,27500,2585
Albany County,NY,050,1,2,36,001,1354056384,27189291,304204,137739,+42.5882713,-073.9740136,304204,296557,237873,38609,654,14579,98,4744,7647,7096,3094,844,1355,51,514,413,126,33,317,38,2,25,62,183,39,499,50,1,1,304204,14917,289287,283158,231152,36396,453,14500,88,569,6129,5750,348,30,0,1,243573,239504,197006,27495,505,11041,81,3376,4069,3742,298,28,0,1,243573,10024,233549,230310,192347,26196,375,10980,71,341,3239,3016,204,18,0,1,137739,126251,11488
Allegany County,NY,050,1,2,36,003,2665894548,13153777,48946,26140,+42.2478938,-078.0261758,48946,48389,47085,524,113,452,9,206,557,509,154,171,117,4,28,7,3,0,7,1,0,4,1,12,0,43,4,1,0,48946,670,48276,47780,46701,494,97,451,7,30,496,462,30,3,1,0,38370,38026,36957,465,92,365,7,140,344,305,34,4,1,0,38370,464,37906,37597,36694,437,80,364,5,17,309,278,27,3,1,0,26140,18208,7932
Bronx County,NY,050,1,2,36,005,109028908,39838229,1385108,511896,+40.8487111,-073.8529390,1385108,1311865,386497,505200,18260,49609,1288,351011,73243,67394,11371,1308,2263,250,21680,4263,1881,840,13357,882,135,3629,200,2813,2522,5415,370,38,26,1385108,741413,643695,627733,151209,416695,3460,47335,398,8636,15962,14477,1365,102,12,6,1016912,965637,302237,368758,12337,38075,934,243296,51275,47007,3947,272,31,18,1016912,520397,496515,485096,130205,309709,2256,36525,315,6086,11419,10302,1023,80,11,3,511896,483449,28447
